"Município de notificação";"Jan";"Fev";"Mar";"Abr";"Mai";"Jun";"Jul";"Ago";"Set";"Out";"Nov";"Dez";"Total"
"210047 Alto Alegre do Pindaré";-;-;-;5;1;-;-;1;-;-;4;2;13
"210050 Alto Parnaíba";-;-;11;3;2;4;4;2;-;-;-;-;26
"210060 Amarante do Maranhão";-;31;46;1;6;1;-;-;-;-;-;-;85
"210080 Anapurus";-;2;11;9;12;7;6;2;-;-;-;-;49
"210090 Araioses";20;9;12;-;1;1;1;1;1;-;-;-;46
"210095 Arame";-;1;3;1;2;-;1;-;-;-;-;-;8
"210120 Bacabal";5;8;23;5;4;1;-;-;-;-;-;-;46
"210125 Bacabeira";-;3;3;-;-;-;-;2;-;-;-;-;8
"210140 Balsas";10;393;304;207;168;29;12;-;1;-;-;1;1125
"210150 Barão de Grajaú";-;-;5;1;5;-;-;-;-;-;-;-;11
"210160 Barra do Corda";168;530;521;215;150;48;45;84;70;65;88;92;2076
"210180 Benedito Leite";2;-;-;-;-;1;-;-;-;-;-;-;3
"210190 Bequimão";-;6;23;21;18;10;-;2;1;-;-;-;81
"210200 Bom Jardim";6;7;2;4;1;1;-;-;-;-;-;-;21
"210207 Bom Lugar";-;-;3;-;-;-;-;-;-;-;-;-;3
"210210 Brejo";-;-;11;2;-;-;-;-;-;-;-;-;13
"210215 Brejo de Areia";-;-;-;1;1;1;-;-;-;-;-;-;3
"210220 Buriti";-;-;-;-;2;-;-;-;-;-;-;-;2
"210230 Buriti Bravo";-;-;-;-;-;-;-;-;1;-;-;-;1
"210235 Buritirana";-;-;3;-;-;1;-;-;-;-;-;-;4
"210255 Campestre do Maranhão";39;112;1;1;1;-;-;-;-;-;-;1;155
"210280 Carolina";-;6;8;4;2;1;1;1;1;-;-;-;24
"210300 Caxias";-;1;1;9;148;132;22;3;1;1;2;-;320
"210320 Chapadinha";-;20;12;6;12;6;17;3;-;-;-;-;76
"210325 Cidelândia";2;8;1;1;6;-;-;-;-;-;-;-;18
"210330 Codó";-;-;-;-;-;2;4;1;-;-;-;-;7
"210350 Colinas";-;-;1;-;1;-;-;-;-;-;-;-;2
"210360 Coroatá";-;1;3;2;2;-;-;-;3;2;-;1;14
"210370 Cururupu";-;5;-;1;2;4;9;-;1;-;-;-;22
"210380 Dom Pedro";-;-;-;1;3;-;-;-;-;-;-;-;4
"210400 Esperantinópolis";-;1;-;-;-;-;-;1;1;-;-;-;3
"210405 Estreito";1;5;33;23;8;-;-;-;-;-;-;-;70
"210407 Feira Nova do Maranhão";-;1;11;2;4;5;2;1;-;-;-;-;26
"210408 Fernando Falcão";4;4;-;-;-;-;-;-;-;-;-;-;8
"210409 Formosa da Serra Negra";-;5;3;3;5;-;-;-;-;-;1;-;17
"210410 Fortaleza dos Nogueiras";1;36;65;36;5;10;-;-;-;1;-;5;159
"210420 Fortuna";12;29;2;1;1;-;-;-;-;1;-;-;46
"210450 Governador Archer";-;-;2;-;-;-;-;-;-;-;-;-;2
"210455 Governador Edison Lobão";8;10;5;4;2;-;-;-;-;-;-;-;29
"210462 Governador Luiz Rocha";-;14;1;-;-;-;-;-;-;-;-;-;15
"210467 Governador Nunes Freire";-;1;4;-;-;2;-;-;-;-;-;-;7
"210480 Grajaú";-;3;2;1;-;-;-;-;-;-;-;1;7
"210500 Humberto de Campos";-;-;-;-;7;-;-;-;-;-;-;-;7
"210515 Igarapé do Meio";1;18;1;-;-;-;-;-;-;-;-;-;20
"210530 Imperatriz";9;56;64;64;33;2;6;3;1;-;-;2;240
"210535 Itaipava do Grajaú";1;-;-;-;-;-;-;-;-;-;-;-;1
"210540 Itapecuru Mirim";-;-;-;-;-;1;-;-;-;-;-;-;1
"210542 Itinga do Maranhão";2;4;9;9;12;4;1;1;1;-;-;1;44
"210547 Jenipapo dos Vieiras";-;11;24;4;1;-;-;-;-;-;-;1;41
"210550 João Lisboa";-;9;3;-;-;-;-;-;-;-;-;-;12
"210570 Lago da Pedra";-;-;1;-;1;1;14;6;1;-;-;-;24
"210592 Lagoa do Mato";-;1;2;-;-;1;-;1;-;-;1;-;6
"210596 Lagoa Grande do Maranhão";1;-;1;-;-;-;-;-;-;-;-;1;3
"210610 Loreto";1;9;21;5;2;3;-;-;-;-;-;-;41
"210637 Maranhãozinho";1;-;-;-;-;-;-;-;-;-;-;-;1
"210640 Mata Roma";-;-;-;-;-;-;-;1;-;-;-;-;1
"210660 Matões";-;5;8;4;23;8;10;11;-;-;-;-;69
"210675 Miranda do Norte";-;-;-;-;-;1;-;-;-;-;-;-;1
"210690 Monção";-;1;-;-;-;-;-;-;-;-;-;-;1
"210700 Montes Altos";4;12;-;-;-;-;-;-;-;-;-;-;16
"210710 Morros";-;3;3;-;2;-;-;-;-;-;-;-;8
"210725 Nova Colinas";-;-;2;5;3;-;1;-;-;-;-;-;11
"210730 Nova Iorque";-;-;2;3;-;-;-;-;-;-;-;-;5
"210750 Paço do Lumiar";-;-;-;-;1;2;6;4;4;2;-;-;19
"210770 Paraibano";1;15;13;9;10;9;3;-;-;-;-;-;60
"210790 Passagem Franca";-;-;-;-;-;4;4;4;-;-;2;-;14
"210800 Pastos Bons";-;2;1;2;1;-;-;-;-;-;-;-;6
"210820 Pedreiras";-;-;-;-;-;-;-;2;3;-;-;-;5
"210845 Peritoró";-;-;1;-;3;-;1;-;-;-;-;-;5
"210850 Pindaré-Mirim";4;31;23;2;-;-;-;-;1;2;-;-;63
"210860 Pinheiro";-;3;-;-;-;-;-;-;-;-;-;-;3
"210870 Pio XII";-;2;1;-;1;-;-;-;-;-;-;1;5
"210900 Porto Franco";1;1;-;-;-;-;-;-;-;-;-;-;2
"210905 Porto Rico do Maranhão";-;1;-;-;-;-;-;-;-;-;-;-;1
"210910 Presidente Dutra";-;2;2;3;-;1;-;-;1;-;-;-;9
"210930 Presidente Vargas";-;-;-;-;-;1;-;1;-;-;-;-;2
"210950 Riachão";3;9;4;3;4;4;3;1;-;-;-;-;31
"210960 Rosário";2;-;-;-;-;-;-;2;-;-;-;-;4
"210970 Sambaíba";-;-;-;9;3;1;-;-;-;-;-;-;13
"210990 Santa Inês";-;-;5;4;7;2;5;2;-;1;-;1;27
"211003 Santa Luzia do Paruá";-;-;4;1;-;-;-;-;-;-;-;-;5
"211020 Santa Rita";-;1;1;-;-;-;-;-;-;-;-;-;2
"211023 Santana do Maranhão";-;-;-;-;-;-;-;1;-;-;-;-;1
"211060 São Bernardo";-;-;-;-;-;-;-;1;-;-;-;-;1
"211065 São Domingos do Azeitão";7;2;-;2;1;-;-;-;-;-;-;-;12
"211080 São Félix de Balsas";7;16;23;11;-;1;1;3;2;3;2;2;71
"211085 São Francisco do Brejão";-;-;15;2;12;1;-;-;-;-;-;-;30
"211105 São João do Paraíso";1;3;1;2;2;-;-;-;-;-;-;-;9
"211110 São João dos Patos";1;3;-;2;6;7;-;-;-;-;1;-;20
"211120 São José de Ribamar";3;3;4;-;1;-;10;4;1;-;2;-;28
"211125 São José dos Basílios";-;-;-;-;11;3;-;-;-;-;-;-;14
"211130 São Luís";72;104;257;154;211;147;102;79;51;23;31;29;1260
"211140 São Luís Gonzaga do Maranhão";1;1;1;2;1;2;-;-;-;-;-;-;8
"211157 São Pedro dos Crentes";-;9;-;2;-;-;-;-;-;-;-;-;11
"211160 São Raimundo das Mangabeiras";2;10;22;39;8;1;-;-;-;-;-;-;82
"211172 Satubinha";-;-;-;-;1;-;-;-;-;-;-;-;1
"211176 Senador La Rocque";-;-;1;-;-;-;-;-;-;-;-;-;1
"211200 Tasso Fragoso";3;2;-;3;6;12;-;-;1;2;-;1;30
"211220 Timon";1;1;4;3;3;6;1;4;1;3;2;-;29
"211223 Trizidela do Vale";-;-;-;-;-;2;1;-;-;-;-;-;3
"211240 Turiaçu";-;8;9;-;6;2;4;-;-;-;-;-;29
"211245 Turilândia";-;5;-;-;1;1;-;-;-;-;-;-;7
"211250 Tutóia";1;-;-;-;-;-;-;-;-;-;-;-;1
"211270 Vargem Grande";-;1;8;-;-;-;-;-;-;-;-;-;9
"211280 Viana";-;-;1;2;-;1;-;-;-;-;-;-;4
"211285 Vila Nova dos Martírios";-;-;7;8;2;-;-;-;-;-;-;-;17
"211300 Vitorino Freire";-;1;-;-;-;-;-;-;-;-;-;-;1
"211400 Zé Doca";-;1;1;1;1;-;-;-;-;-;-;-;4
"220020 Água Branca";-;3;2;-;21;3;-;-;-;-;-;-;29
"220025 Alagoinha do Piauí";-;-;-;1;-;-;-;-;-;-;-;-;1
"220030 Alto Longá";-;-;17;14;48;33;5;1;1;1;-;-;120
"220040 Altos";2;2;3;1;5;1;2;-;-;-;-;-;16
"220050 Amarante";1;-;-;-;-;2;-;-;-;-;-;-;3
"220060 Angical do Piauí";1;-;-;1;6;-;-;-;-;-;-;-;8
"220095 Aroeiras do Itaim";-;-;1;-;-;-;-;-;-;-;-;-;1
"220100 Arraial";-;-;-;1;61;22;-;-;-;-;-;-;84
"220115 Baixa Grande do Ribeiro";-;-;-;-;2;2;7;-;-;-;-;-;11
"220117 Barra D'Alcântara";-;-;-;1;-;-;-;-;-;-;-;-;1
"220120 Barras";-;-;-;-;2;-;-;-;-;-;1;-;3
"220140 Barro Duro";-;-;-;-;1;-;-;-;-;-;-;-;1
"220150 Batalha";-;-;-;1;1;1;-;-;-;-;-;-;3
"220160 Beneditinos";-;-;-;-;1;2;1;-;-;-;-;-;4
"220177 Boa Hora";-;-;-;-;1;-;-;-;-;-;-;-;1
"220190 Bom Jesus";-;1;2;8;10;-;3;-;-;-;-;-;24
"220191 Bom Princípio do Piauí";-;-;-;-;-;1;6;3;-;-;-;-;10
"220200 Buriti dos Lopes";-;-;1;-;-;-;-;1;-;-;-;-;2
"220202 Buriti dos Montes";-;-;-;-;-;-;24;-;-;-;-;-;24
"220208 Cajueiro da Praia";-;1;2;1;3;-;1;1;-;-;-;-;9
"220210 Campinas do Piauí";-;-;-;-;1;-;-;-;-;-;-;-;1
"220220 Campo Maior";-;-;-;-;-;3;-;-;-;-;1;-;4
"220230 Canto do Buriti";-;1;-;-;-;-;-;-;-;-;-;-;1
"220240 Capitão de Campos";-;-;-;-;-;1;-;-;-;-;-;-;1
"220250 Caracol";-;-;2;-;-;-;-;-;-;-;-;-;2
"220260 Castelo do Piauí";-;2;-;-;-;-;-;-;-;1;-;-;3
"220265 Caxingó";-;-;-;-;1;-;-;1;-;-;-;-;2
"220270 Cocal";1;-;-;1;2;1;-;-;1;-;-;-;6
"220271 Cocal de Telha";-;-;-;-;-;-;1;-;1;-;-;-;2
"220273 Coivaras";-;-;-;2;2;-;1;-;1;-;-;-;6
"220275 Colônia do Gurguéia";-;-;-;-;-;-;-;3;-;-;-;-;3
"220285 Coronel José Dias";-;-;-;-;-;-;2;-;-;-;-;-;2
"220290 Corrente";-;-;-;-;-;19;-;-;-;-;1;-;20
"220310 Cristino Castro";-;-;-;-;2;-;-;-;-;-;-;-;2
"220327 Curral Novo do Piauí";-;-;-;-;-;1;-;-;-;-;-;-;1
"220330 Demerval Lobão";-;-;-;-;4;12;2;1;-;1;-;-;20
"220345 Dom Inocêncio";-;-;-;-;8;6;6;-;1;-;1;-;22
"220350 Elesbão Veloso";-;1;-;1;2;50;16;3;1;-;-;-;74
"220370 Esperantina";1;-;1;1;-;-;3;1;-;-;-;-;7
"220390 Floriano";3;2;3;12;95;35;11;5;-;2;-;-;168
"220400 Francinópolis";-;-;-;-;-;-;-;1;1;-;-;-;2
"220410 Francisco Ayres";-;-;1;1;-;-;-;-;-;-;-;-;2
"220420 Francisco Santos";-;-;-;-;-;3;10;-;-;-;-;-;13
"220430 Fronteiras";-;1;-;-;9;-;-;-;-;-;-;-;10
"220435 Geminiano";-;-;-;-;-;-;-;2;-;-;-;-;2
"220450 Guadalupe";-;-;-;-;-;-;1;-;1;-;-;-;2
"220465 Ilha Grande";-;-;-;-;1;-;-;-;-;-;-;-;1
"220470 Inhuma";1;1;1;-;-;-;1;-;-;-;-;-;4
"220480 Ipiranga do Piauí";-;-;-;-;-;-;-;-;-;-;1;-;1
"220520 Jaicós";-;-;-;-;-;3;4;-;-;-;-;-;7
"220527 Jatobá do Piauí";-;-;-;-;1;-;-;-;-;-;-;-;1
"220540 Joaquim Pires";-;-;-;-;1;-;-;-;-;-;-;-;1
"220550 José de Freitas";-;-;-;-;-;1;-;-;-;-;-;-;1
"220552 Júlio Borges";-;-;-;-;-;-;-;1;-;-;-;-;1
"220553 Jurema";-;-;-;-;2;9;4;-;-;-;-;-;15
"220557 Lagoa de São Francisco";2;-;1;-;-;-;-;3;-;-;-;-;6
"220558 Lagoa do Piauí";-;-;-;-;1;-;-;-;-;-;-;-;1
"220554 Lagoinha do Piauí";1;-;-;3;3;-;-;-;-;-;-;-;7
"220570 Luís Correia";1;-;1;-;32;38;21;4;1;1;-;-;99
"220600 Marcos Parente";-;-;1;-;1;-;-;1;-;-;-;-;3
"220605 Massapê do Piauí";-;-;-;-;-;-;1;1;-;-;-;-;2
"220610 Matias Olímpio";-;-;-;-;2;-;-;-;-;-;-;-;2
"220620 Miguel Alves";-;-;-;-;-;1;-;-;-;-;1;-;2
"220630 Miguel Leão";-;-;-;1;1;-;-;-;-;-;-;-;2
"220635 Milton Brandão";-;1;4;-;-;-;-;-;-;-;-;-;5
"220640 Monsenhor Gil";-;-;1;1;6;4;1;2;-;-;-;-;15
"220665 Morro Cabeça no Tempo";-;-;-;-;-;-;-;-;-;1;-;-;1
"220667 Morro do Chapéu do Piauí";-;-;1;-;-;-;-;-;-;-;-;-;1
"220670 Nazaré do Piauí";-;7;34;8;7;2;4;14;1;-;-;-;77
"220680 Nossa Senhora dos Remédios";-;-;-;-;2;1;-;1;-;-;-;-;4
"220690 Novo Oriente do Piauí";-;-;-;1;-;-;-;1;-;-;-;-;2
"220700 Oeiras";1;2;5;23;63;45;4;1;1;-;-;1;146
"220735 Pajeú do Piauí";-;-;-;-;-;-;-;-;-;-;1;-;1
"220740 Palmeira do Piauí";-;-;-;1;-;-;-;-;-;-;-;-;1
"220760 Parnaguá";-;-;1;-;-;7;1;-;2;-;-;-;11
"220770 Parnaíba";1;-;6;18;42;33;39;33;8;-;2;2;184
"220775 Passagem Franca do Piauí";-;-;-;-;-;1;-;-;-;-;-;1;2
"220790 Pedro II";4;24;26;42;58;9;2;1;-;-;-;-;166
"220800 Picos";8;5;3;5;50;83;7;17;29;3;-;-;210
"220820 Pio IX";-;-;-;-;-;1;-;-;-;-;-;-;1
"220830 Piracuruca";-;1;5;18;29;15;5;2;-;1;-;-;76
"220840 Piripiri";4;-;4;2;16;26;9;4;-;-;-;-;65
"220870 Redenção do Gurguéia";-;1;1;1;1;-;-;-;-;-;-;1;5
"220880 Regeneração";-;-;-;-;-;1;-;-;-;-;2;1;4
"220887 Ribeira do Piauí";-;-;-;-;-;6;3;-;-;-;-;-;9
"220890 Ribeiro Gonçalves";7;-;1;-;-;-;-;-;1;-;-;-;9
"220900 Rio Grande do Piauí";-;-;-;-;1;-;1;-;-;-;-;-;2
"220920 Santa Filomena";-;-;1;-;-;-;-;-;-;-;-;-;1
"220937 Santa Rosa do Piauí";-;-;-;2;-;-;3;-;-;-;-;-;5
"220975 São Gonçalo do Gurguéia";-;-;-;-;-;-;1;1;-;-;1;-;3
"220987 São João da Fronteira";-;-;-;1;-;1;-;6;-;-;1;-;9
"220997 São João do Arraial";-;-;-;-;-;1;10;-;-;-;-;-;11
"221005 São José do Divino";-;-;1;1;-;1;-;4;4;4;-;-;15
"221020 São José do Piauí";-;-;-;-;70;12;1;-;-;-;-;-;83
"221035 São Lourenço do Piauí";-;-;-;1;5;-;6;-;1;-;-;-;13
"221040 São Miguel do Tapuio";-;-;-;1;1;1;-;-;-;-;-;-;3
"221050 São Pedro do Piauí";-;-;1;-;-;2;-;-;-;1;-;-;4
"221060 São Raimundo Nonato";-;-;-;2;10;48;24;3;1;6;-;1;95
"221070 Simões";-;-;-;-;-;-;-;1;-;-;-;-;1
"221080 Simplício Mendes";-;-;1;2;9;-;-;-;-;-;-;-;12
"221095 Tamboril do Piauí";-;-;-;-;1;-;-;-;-;-;-;-;1
"221100 Teresina";104;141;433;562;694;457;300;135;96;59;41;105;3127
"221110 União";-;-;-;-;-;1;-;-;-;-;-;-;1
"221120 Uruçuí";3;2;7;1;1;-;-;1;-;-;-;-;15
"221130 Valença do Piauí";-;-;-;1;-;-;-;-;-;-;-;-;1
"221135 Várzea Branca";-;-;-;-;2;8;1;-;-;-;-;-;11
"221140 Várzea Grande";-;-;-;-;3;-;-;-;-;-;-;-;3
"230010 Abaiara";-;-;12;25;57;26;-;-;-;-;-;-;120
"230015 Acarape";-;1;16;116;2;1;-;-;-;-;-;-;136
"230030 Acopiara";-;-;1;95;131;11;19;-;-;-;-;-;257
"230040 Aiuaba";-;1;1;1;2;-;-;-;-;1;-;-;6
"230060 Altaneira";-;-;-;-;1;6;7;-;-;-;-;-;14
"230070 Alto Santo";217;74;39;15;-;-;-;-;-;-;-;-;345
"230075 Amontada";-;-;-;-;-;-;1;-;-;-;-;-;1
"230080 Antonina do Norte";-;-;-;-;-;9;1;-;-;-;1;-;11
"230090 Apuiarés";-;-;-;-;-;7;-;-;-;-;-;-;7
"230100 Aquiraz";-;2;8;6;-;-;-;-;-;-;-;-;16
"230110 Aracati";4;23;24;11;3;-;2;-;1;-;-;1;69
"230120 Aracoiaba";10;21;88;25;20;6;-;-;-;-;-;-;170
"230125 Ararendá";-;1;4;12;7;1;-;-;-;-;-;-;25
"230130 Araripe";-;-;-;-;2;3;3;-;-;-;-;-;8
"230140 Aratuba";1;4;5;7;1;-;9;2;-;-;1;-;30
"230150 Arneiroz";-;-;5;1;-;3;-;-;1;-;-;-;10
"230160 Assaré";-;-;-;-;-;1;1;-;1;-;-;-;3
"230170 Aurora";-;-;-;-;-;1;-;-;-;-;-;-;1
"230180 Baixio";-;-;-;-;-;-;3;-;1;2;-;-;6
"230185 Banabuiú";-;1;5;1;2;4;2;1;-;-;-;-;16
"230190 Barbalha";-;1;1;4;13;8;5;1;3;3;2;2;43
"230195 Barreira";-;-;1;3;1;1;-;-;-;-;-;-;6
"230200 Barro";-;1;2;-;2;7;4;2;-;1;-;-;19
"230205 Barroquinha";-;-;-;1;2;1;-;-;-;-;-;-;4
"230210 Baturité";4;1;2;-;-;-;-;-;-;-;-;-;7
"230220 Beberibe";1;-;5;6;-;-;-;-;-;-;-;-;12
"230230 Bela Cruz";-;-;1;2;-;-;-;-;-;-;-;-;3
"230240 Boa Viagem";-;-;2;9;7;4;1;-;-;1;-;-;24
"230250 Brejo Santo";41;152;317;483;313;84;30;16;2;1;4;2;1445
"230260 Camocim";1;-;-;4;11;3;2;-;-;-;1;-;22
"230270 Campos Sales";1;5;-;-;5;2;-;-;-;-;-;-;13
"230280 Canindé";1;25;24;37;13;3;1;2;-;-;-;-;106
"230290 Capistrano";1;-;-;1;1;-;-;-;-;-;-;-;3
"230300 Caridade";-;-;3;-;-;-;-;-;-;-;-;-;3
"230310 Cariré";-;1;1;-;-;-;-;-;-;-;-;-;2
"230320 Caririaçu";1;-;-;-;4;-;1;5;2;-;-;1;14
"230330 Cariús";-;-;-;1;-;-;-;-;-;-;-;-;1
"230340 Carnaubal";-;-;1;-;-;-;-;-;-;-;1;1;3
"230350 Cascavel";5;6;16;7;1;-;2;2;-;-;-;-;39
"230360 Catarina";1;7;49;3;-;-;-;-;-;-;1;-;61
"230370 Caucaia";198;309;579;49;33;63;38;36;47;25;43;2;1422
"230380 Cedro";-;-;-;-;1;8;3;1;-;-;-;-;13
"230390 Chaval";-;4;18;4;12;18;5;1;-;-;-;-;62
"230393 Choró";-;-;-;-;-;4;8;-;-;-;-;-;12
"230395 Chorozinho";-;7;107;62;36;8;-;-;-;-;-;-;220
"230400 Coreaú";-;2;8;4;4;1;-;1;-;-;-;-;20
"230410 Crateús";4;7;25;81;33;21;7;2;1;4;5;5;195
"230420 Crato";1;-;11;2;46;54;10;-;1;-;-;-;125
"230423 Croatá";3;-;1;5;1;1;-;-;-;-;1;-;12
"230427 Ererê";-;-;-;1;-;-;-;-;-;-;-;-;1
"230428 Eusébio";-;2;-;23;1;-;-;-;-;-;-;-;26
"230430 Farias Brito";10;30;264;206;138;19;4;1;-;-;-;-;672
"230435 Forquilha";-;1;-;-;-;-;-;-;-;-;-;-;1
"230440 Fortaleza";1323;2670;4451;9308;3476;957;491;310;163;138;127;185;23599
"230445 Fortim";-;-;8;13;6;1;-;-;-;-;-;-;28
"230450 Frecheirinha";-;-;-;1;-;8;1;-;-;-;-;-;10
"230460 General Sampaio";-;-;5;-;-;-;-;-;-;-;-;-;5
"230465 Graça";-;1;2;4;5;5;-;-;-;-;-;-;17
"230470 Granja";5;14;1;6;4;-;2;2;-;-;2;-;36
"230480 Granjeiro";-;-;-;-;1;34;22;5;10;5;13;-;90
"230490 Groaíras";1;-;2;2;1;1;-;1;1;-;-;-;9
"230495 Guaiúba";2;20;27;-;-;-;-;-;-;-;-;-;49
"230500 Guaraciaba do Norte";-;-;-;1;-;1;-;-;-;-;-;-;2
"230510 Guaramiranga";1;-;1;-;1;2;-;-;-;-;1;-;6
"230523 Horizonte";3;38;110;39;35;19;22;3;7;2;5;1;284
"230526 Ibaretama";-;-;2;7;13;2;1;-;-;-;-;1;26
"230530 Ibiapina";-;-;-;-;-;1;-;-;-;-;-;-;1
"230533 Ibicuitinga";-;-;2;1;1;6;2;2;-;-;-;-;14
"230535 Icapuí";-;-;1;27;14;4;8;3;-;1;-;-;58
"230540 Icó";-;2;3;17;140;173;20;9;3;1;1;-;369
"230550 Iguatu";3;-;5;68;96;-;4;2;2;-;-;-;180
"230560 Independência";8;2;2;1;1;-;1;-;-;-;-;-;15
"230565 Ipaporanga";-;-;-;2;3;1;-;-;-;-;-;-;6
"230570 Ipaumirim";-;-;2;3;11;5;-;-;-;-;-;-;21
"230580 Ipu";-;1;5;5;9;2;-;-;-;-;-;1;23
"230590 Ipueiras";-;2;2;5;14;1;5;-;-;-;-;-;29
"230600 Iracema";98;116;40;13;15;34;15;23;3;2;-;-;359
"230610 Irauçuba";1;2;8;79;350;49;13;-;-;-;-;-;502
"230620 Itaiçaba";-;-;1;1;1;-;-;-;-;-;-;-;3
"230625 Itaitinga";-;2;4;28;2;2;1;-;1;-;1;-;41
"230630 Itapagé";-;2;4;6;3;-;-;-;-;-;-;-;15
"230640 Itapipoca";1;-;5;8;12;13;4;5;2;1;3;-;54
"230650 Itapiúna";2;1;-;2;9;3;-;3;1;-;2;-;23
"230655 Itarema";-;-;-;1;-;-;-;-;-;-;-;-;1
"230660 Itatira";4;1;7;9;7;9;3;-;-;-;1;-;41
"230670 Jaguaretama";-;1;1;3;5;28;31;4;2;1;-;-;76
"230680 Jaguaribara";2;-;2;106;129;11;16;21;2;-;-;1;290
"230690 Jaguaribe";-;-;1;5;6;3;-;3;1;2;-;-;21
"230700 Jaguaruana";-;1;-;2;2;1;1;1;1;-;-;-;9
"230710 Jardim";-;-;-;-;2;-;-;-;-;-;1;1;4
"230720 Jati";-;-;-;-;2;-;-;-;-;-;-;-;2
"230725 Jijoca de Jericoacoara";-;-;2;1;1;1;-;-;-;-;-;-;5
"230730 Juazeiro do Norte";-;-;3;2;44;19;-;3;-;-;-;-;71
"230750 Lavras da Mangabeira";-;-;-;-;3;12;14;10;2;14;12;4;71
"230760 Limoeiro do Norte";1;5;9;12;9;6;3;4;-;-;1;-;50
"230763 Madalena";-;18;1;8;10;2;-;-;-;16;-;-;55
"230765 Maracanaú";26;67;221;285;156;88;58;23;10;6;9;2;951
"230770 Maranguape";6;8;18;52;9;2;2;1;1;1;-;-;100
"230780 Marco";-;-;2;5;1;-;2;-;-;-;-;-;10
"230790 Martinópole";-;-;-;-;-;1;-;-;-;-;-;-;1
"230800 Massapê";-;-;-;1;1;-;-;-;-;-;-;-;2
"230810 Mauriti";1;2;-;9;82;199;72;30;11;9;8;-;423
"230820 Meruoca";-;-;-;-;-;1;-;4;-;-;1;-;6
"230830 Milagres";1;13;36;363;295;25;7;5;4;3;-;1;753
"230835 Milhã";-;-;-;3;-;-;-;-;-;-;19;-;22
"230837 Miraíma";-;-;1;1;-;1;-;-;-;-;-;-;3
"230840 Missão Velha";-;-;13;9;24;16;15;5;1;2;3;1;89
"230850 Mombaça";-;-;4;4;14;12;-;1;-;1;-;-;36
"230860 Monsenhor Tabosa";-;1;4;3;10;8;2;-;-;2;-;-;30
"230870 Morada Nova";-;1;1;-;3;1;3;3;-;1;-;-;13
"230880 Moraújo";-;-;1;-;-;-;-;-;-;-;-;-;1
"230900 Mucambo";-;-;-;-;1;-;-;-;-;-;-;-;1
"230910 Mulungu";-;-;4;-;4;1;-;-;1;6;8;6;30
"230920 Nova Olinda";-;-;-;-;1;-;-;2;-;-;-;-;3
"230930 Nova Russas";3;-;3;3;-;-;-;-;-;-;-;-;9
"230940 Novo Oriente";-;-;-;1;-;-;-;-;-;-;-;-;1
"230945 Ocara";3;29;35;18;1;6;13;1;-;-;-;-;106
"230950 Orós";-;-;-;-;1;3;1;1;-;-;-;-;6
"230960 Pacajus";46;59;62;47;2;2;-;-;-;-;-;2;220
"230970 Pacatuba";-;2;3;2;1;1;-;-;-;-;-;-;9
"230980 Pacoti";-;-;-;1;1;-;-;-;-;-;-;-;2
"230990 Pacujá";-;-;-;-;-;1;-;-;-;-;-;-;1
"231000 Palhano";2;-;-;-;1;-;-;-;-;-;1;-;4
"231010 Palmácia";-;-;-;2;1;-;-;-;-;-;-;-;3
"231020 Paracuru";-;-;-;6;37;4;-;-;-;-;-;-;47
"231025 Paraipaba";-;-;-;1;-;-;-;-;-;-;-;1;2
"231030 Parambu";-;-;1;11;8;3;1;-;1;-;2;-;27
"231040 Paramoti";-;3;2;-;-;-;-;-;-;-;-;-;5
"231050 Pedra Branca";1;-;-;1;25;8;30;6;12;10;5;1;99
"231060 Penaforte";-;1;-;-;9;2;1;-;-;1;-;-;14
"231070 Pentecoste";-;-;-;1;2;-;-;-;1;-;-;-;4
"231080 Pereiro";-;-;1;-;1;-;2;-;3;1;2;-;10
"231085 Pindoretama";-;-;2;26;19;1;1;-;-;-;-;-;49
"231090 Piquet Carneiro";-;-;-;16;4;1;1;-;-;-;-;-;22
"231100 Poranga";-;-;-;-;6;-;-;-;-;-;-;-;6
"231110 Porteiras";1;-;1;6;14;4;2;-;-;-;1;4;33
"231120 Potengi";-;1;-;-;-;-;-;-;-;-;1;-;2
"231123 Potiretama";1;2;-;1;-;17;2;-;-;-;-;-;23
"231126 Quiterianópolis";1;-;-;-;-;-;-;-;1;-;-;-;2
"231130 Quixadá";1;2;22;14;22;16;2;3;-;2;2;5;91
"231135 Quixelô";-;-;-;-;-;1;-;-;-;-;-;1;2
"231140 Quixeramobim";9;8;106;28;280;472;217;59;4;4;-;-;1187
"231150 Quixeré";1;-;1;7;13;9;7;2;1;-;1;-;42
"231160 Redenção";-;1;12;14;4;-;-;-;-;-;-;-;31
"231170 Reriutaba";1;2;6;72;123;42;-;-;1;-;-;-;247
"231180 Russas";4;2;18;87;20;11;6;9;5;-;-;-;162
"231190 Saboeiro";-;-;-;1;1;1;2;-;-;-;-;-;5
"231220 Santa Quitéria";-;-;1;9;9;5;2;-;-;-;-;-;26
"231200 Santana do Acaraú";-;-;1;-;7;1;1;-;-;-;-;-;10
"231230 São Benedito";-;-;-;-;2;-;1;-;-;-;-;1;4
"231240 São Gonçalo do Amarante";19;101;167;62;37;10;2;2;-;4;-;1;405
"231250 São João do Jaguaribe";-;-;1;5;14;2;-;-;-;-;-;-;22
"231260 São Luís do Curu";-;-;2;3;1;-;-;-;-;-;-;-;6
"231270 Senador Pompeu";-;4;6;95;142;22;2;-;-;-;1;-;272
