DENGUE - Notificações registradas no Sistema de Informação de Agravos de Notificação - Brasil
Casos Prováveis por Município de notificação e Mês notificação
Período:2019
"Município de notificação";"Jan";"Fev";"Mar";"Abr";"Mai";"Jun";"Jul";"Ago";"Set";"Out";"Nov";"Dez";"Total"
"250790 Juripiranga";-;-;8;8;8;-;-;-;-;1;-;-;25
"250800 Juru";-;-;1;2;16;12;15;7;4;2;-;-;59
"250810 Lagoa";-;6;1;4;-;-;-;-;-;-;-;-;11
"250820 Lagoa de Dentro";-;-;9;11;24;-;1;-;-;-;-;-;45
"250830 Lagoa Seca";-;-;1;5;-;3;9;2;-;6;2;-;28
"250850 Livramento";-;-;-;-;5;3;-;-;-;-;-;-;8
"250855 Logradouro";-;-;-;-;-;-;1;1;2;1;-;-;5
"250860 Lucena";-;3;22;11;21;15;10;-;2;1;-;-;85
"250880 Malta";-;-;-;-;8;-;-;2;-;-;-;-;10
"250890 Mamanguape";1;-;1;3;28;22;21;9;6;4;-;1;96
"250900 Manaíra";-;-;1;1;6;2;10;-;1;1;1;-;23
"250905 Marcação";-;-;-;2;2;1;3;1;-;-;-;-;9
"250910 Mari";-;-;-;-;2;3;11;13;6;-;-;-;35
"250920 Massaranduba";-;-;-;-;3;1;-;-;-;-;-;-;4
"250930 Mataraca";-;-;-;1;-;-;-;1;-;-;-;-;2
"250939 Maturéia";-;-;15;26;46;3;1;-;-;-;-;-;91
"250940 Mogeiro";-;-;-;1;1;-;1;-;-;-;-;-;3
"250950 Montadas";-;-;-;-;3;5;-;-;1;-;-;-;9
"250960 Monte Horebe";1;-;7;10;25;6;1;-;-;-;-;-;50
"250970 Monteiro";10;-;3;12;30;60;20;6;2;1;2;1;147
"250980 Mulungu";-;-;-;-;-;-;2;-;-;-;-;-;2
"251000 Nazarezinho";-;-;-;1;-;2;1;-;-;-;-;-;4
"251010 Nova Floresta";-;-;1;5;2;-;6;-;-;-;-;-;14
"251020 Nova Olinda";-;-;-;-;-;-;5;9;12;1;-;-;27
"251030 Nova Palmeira";-;-;-;-;-;-;1;-;-;-;-;-;1
"251040 Olho d'Água";-;-;-;-;-;4;27;-;1;-;-;-;32
"251050 Olivedos";-;-;-;-;2;1;3;-;-;-;-;-;6
"251065 Parari";-;-;-;-;-;1;-;1;1;-;-;-;3
"251070 Passagem";-;-;-;-;-;-;3;2;-;-;-;-;5
"251080 Patos";3;4;10;10;24;15;11;4;5;-;2;1;89
"251110 Pedra Lavrada";-;-;-;5;10;17;25;-;2;3;1;-;63
"251272 Pedro Régis";-;-;-;-;16;8;5;-;-;1;-;-;30
"251130 Piancó";-;-;-;3;17;91;38;5;5;1;-;-;160
"251140 Picuí";-;-;1;3;20;20;17;16;6;15;4;7;109
"251150 Pilar";-;-;-;-;1;-;1;-;-;-;1;-;3
"251160 Pilões";-;-;1;4;2;-;-;-;-;-;-;-;7
"251170 Pilõezinhos";-;-;-;-;-;2;2;-;2;2;-;-;8
"251190 Pitimbu";-;1;-;7;6;1;-;-;-;-;-;-;15
"251200 Pocinhos";-;-;2;4;7;1;-;-;1;-;-;-;15
"251207 Poço de José de Moura";-;-;-;-;-;-;-;1;-;-;-;-;1
"251210 Pombal";1;-;-;1;1;-;-;-;-;-;-;-;3
"251220 Prata";-;1;-;3;2;9;-;-;5;2;-;-;22
"251230 Princesa Isabel";-;-;5;62;288;105;45;19;6;1;1;1;533
"251240 Puxinanã";-;-;-;-;4;8;-;-;-;-;-;-;12
"251250 Queimadas";-;-;-;1;1;1;3;-;-;-;-;-;6
"251260 Quixabá";-;-;-;-;-;-;-;-;6;-;2;-;8
"251270 Remígio";1;-;-;-;-;-;-;-;-;-;-;-;1
"251274 Riachão";-;-;-;-;1;1;2;-;-;-;-;-;4
"251276 Riachão do Poço";-;-;2;-;-;-;12;5;-;1;-;-;20
"251278 Riacho de Santo Antônio";-;-;-;-;-;1;-;-;-;1;1;4;7
"251280 Riacho dos Cavalos";-;-;-;1;4;1;-;-;-;-;1;-;7
"251290 Rio Tinto";-;-;-;3;-;-;-;25;1;1;-;-;30
"251300 Salgadinho";-;-;-;-;-;-;-;-;3;-;-;-;3
"251310 Salgado de São Félix";-;-;-;-;1;-;-;-;-;1;1;-;3
"251320 Santa Cruz";1;-;-;-;4;2;9;2;-;-;-;-;18
"251330 Santa Helena";-;-;-;-;-;1;-;-;-;-;-;-;1
"251340 Santa Luzia";6;2;2;1;9;10;12;1;-;1;-;3;47
"251370 Santa Rita";4;8;6;51;79;83;104;97;56;34;22;18;562
"251380 Santa Teresinha";-;-;1;-;-;1;-;-;-;-;-;-;2
"251360 Santana dos Garrotes";-;-;-;4;3;-;2;-;-;-;-;-;9
"251392 São Bentinho";-;-;-;-;1;1;2;-;-;-;-;-;4
"251390 São Bento";-;-;-;-;3;1;-;-;1;-;-;-;5
"251394 São Domingos do Cariri";-;-;-;-;3;1;-;-;-;-;-;-;4
"251398 São Francisco";-;-;1;-;-;-;-;-;-;-;-;-;1
"251400 São João do Cariri";-;-;-;6;3;3;-;-;2;1;-;-;15
"250070 São João do Rio do Peixe";-;2;2;-;-;4;1;-;-;9;3;-;21
"251410 São João do Tigre";-;-;-;1;2;1;3;1;-;-;-;-;8
"251420 São José da Lagoa Tapada";-;-;-;2;1;-;-;-;-;-;-;-;3
"251440 São José de Espinharas";-;-;-;-;-;4;-;-;-;-;-;-;4
"251450 São José de Piranhas";-;3;10;12;29;36;53;11;1;-;-;-;155
"251455 São José de Princesa";-;-;-;2;-;-;1;3;-;-;-;-;6
"251465 São José do Brejo do Cruz";-;-;-;-;-;1;-;-;-;-;-;-;1
"251470 São José do Sabugi";-;3;3;4;2;1;3;-;1;-;-;-;17
"251480 São José dos Cordeiros";-;-;-;-;3;3;2;-;-;-;-;-;8
"251445 São José dos Ramos";-;-;-;-;-;-;-;-;1;-;-;-;1
"251490 São Mamede";-;-;-;-;-;-;-;-;-;1;-;-;1
"251500 São Miguel de Taipu";-;-;-;8;1;-;-;-;-;-;-;-;9
"251510 São Sebastião de Lagoa de Roça";-;2;-;1;4;1;7;1;1;-;-;-;17
"251520 São Sebastião do Umbuzeiro";-;1;-;7;14;8;-;1;-;-;-;-;31
"251530 Sapé";-;-;-;-;2;1;-;1;-;1;1;-;6
"251550 Serra Branca";-;-;1;3;21;14;8;-;-;-;-;-;47
"251593 Sertãozinho";1;-;2;1;12;5;4;3;-;3;-;-;31
"251600 Solânea";-;1;5;5;73;28;16;2;1;-;1;-;132
"251615 Sossêgo";-;-;-;-;-;1;-;-;-;-;-;-;1
"251620 Sousa";6;12;13;21;61;15;15;12;14;11;3;1;184
"251630 Sumé";1;-;-;1;2;15;9;5;3;2;-;-;38
"251640 Tacima";1;-;-;-;-;-;2;1;-;-;-;-;4
"251650 Taperoá";1;6;10;19;20;7;-;-;-;-;-;-;63
"251660 Tavares";-;-;-;-;12;2;2;-;-;-;-;-;16
"251670 Teixeira";7;98;153;123;106;30;7;3;2;2;2;1;534
"251675 Tenório";-;-;-;-;-;-;1;-;-;-;-;-;1
"251690 Uiraúna";-;-;1;12;15;10;5;4;1;3;3;-;54
"251700 Umbuzeiro";-;-;-;-;1;2;1;1;-;-;-;-;5
"251710 Várzea";-;-;-;-;2;1;1;-;-;-;-;-;4
"251720 Vieirópolis";-;1;1;-;4;2;-;-;-;-;-;-;8
"251740 Zabelê";-;-;-;-;4;3;-;-;-;-;-;-;7
"260005 Abreu e Lima";-;1;-;1;75;52;32;15;35;9;9;9;238
"260010 Afogados da Ingazeira";3;6;19;49;206;268;111;77;60;61;25;27;912
"260020 Afrânio";-;-;-;-;-;12;8;12;10;5;4;2;53
"260030 Agrestina";-;1;1;-;1;1;1;1;2;-;-;7;15
"260040 Água Preta";-;-;-;-;-;-;-;1;-;-;-;-;1
"260050 Águas Belas";-;-;2;-;9;-;1;2;2;-;-;-;16
"260060 Alagoinha";-;1;4;-;-;1;-;-;-;-;-;-;6
"260080 Altinho";-;-;2;1;-;-;-;-;-;-;-;-;3
"260090 Amaraji";-;-;2;-;4;3;-;-;1;-;-;1;11
"260100 Angelim";-;14;6;5;3;-;-;1;-;-;-;-;29
"260105 Araçoiaba";-;-;1;-;3;10;10;3;1;-;-;-;28
"260110 Araripina";-;-;-;-;2;4;1;2;1;-;-;-;10
"260120 Arcoverde";4;5;11;19;67;39;36;24;17;6;8;8;244
"260130 Barra de Guabiraba";-;-;-;-;-;2;-;11;5;3;1;-;22
"260140 Barreiros";-;-;-;10;12;2;6;-;1;-;-;-;31
"260160 Belém do São Francisco";-;1;-;7;62;24;10;14;2;3;2;-;125
"260170 Belo Jardim";21;10;11;26;44;30;23;31;17;23;8;7;251
"260180 Betânia";-;1;-;3;7;12;-;1;-;-;-;-;24
"260190 Bezerros";-;1;-;-;3;-;-;2;-;-;-;-;6
"260200 Bodocó";-;-;1;2;1;-;-;-;-;-;-;1;5
"260210 Bom Conselho";5;7;32;72;39;3;2;1;1;-;9;-;171
"260220 Bom Jardim";-;-;-;1;-;-;-;1;-;-;-;-;2
"260230 Bonito";-;3;3;9;2;-;-;-;-;-;-;-;17
"260240 Brejão";-;-;-;37;42;10;-;-;-;-;-;-;89
"260250 Brejinho";-;-;3;9;9;-;-;-;1;-;1;1;24
"260260 Brejo da Madre de Deus";-;4;1;7;8;4;1;1;-;1;23;-;50
"260270 Buenos Aires";1;-;-;-;2;-;-;-;-;-;-;-;3
"260280 Buíque";-;2;2;12;56;42;18;6;7;3;1;1;150
"260290 Cabo de Santo Agostinho";67;104;227;322;400;265;144;173;161;89;60;39;2051
"260300 Cabrobó";-;2;2;17;100;71;46;18;1;2;-;-;259
"260320 Caetés";-;15;36;57;21;-;7;6;-;1;-;1;144
"260330 Calçado";1;-;1;2;-;2;7;-;7;-;1;-;21
"260340 Calumbi";-;-;1;-;1;-;-;-;-;-;-;-;2
"260345 Camaragibe";5;15;32;33;14;11;17;17;11;4;4;2;165
"260350 Camocim de São Félix";2;-;11;9;58;35;9;3;-;-;-;-;127
"260360 Camutanga";-;-;3;3;1;1;2;3;3;-;-;1;17
"260370 Canhotinho";-;-;-;-;-;-;5;-;1;-;-;1;7
"260380 Capoeiras";-;-;-;-;1;-;-;-;-;-;-;-;1
"260390 Carnaíba";1;5;6;27;43;13;11;6;2;3;3;-;120
"260392 Carnaubeira da Penha";-;1;-;1;8;3;1;1;-;-;-;-;15
"260400 Carpina";-;-;9;17;90;29;18;-;1;-;-;-;164
"260410 Caruaru";11;6;15;27;29;43;28;27;18;11;10;5;230
"260420 Catende";-;5;1;-;-;-;-;-;-;-;-;-;6
"260430 Cedro";-;-;-;1;17;32;20;9;2;5;-;-;86
"260440 Chã de Alegria";2;-;-;2;3;1;-;1;-;1;4;-;14
"260450 Chã Grande";-;-;-;-;-;59;19;13;1;-;-;-;92
"260460 Condado";-;-;-;-;1;1;-;-;-;-;1;3;6
"260470 Correntes";-;3;8;26;3;-;-;-;-;-;-;-;40
"260480 Cortês";6;2;11;8;1;-;-;1;-;-;-;-;29
"260490 Cumaru";1;-;-;3;-;-;2;-;-;-;1;-;7
"260500 Cupira";-;-;-;1;5;6;1;8;24;3;-;-;48
"260510 Custódia";69;38;9;25;51;25;-;-;7;-;3;1;228
"260515 Dormentes";-;-;-;3;52;74;22;2;-;-;-;-;153
"260520 Escada";1;1;1;2;2;4;-;2;-;1;-;-;14
"260530 Exu";-;-;1;1;2;-;-;-;-;-;-;-;4
"260540 Feira Nova";2;1;5;2;1;-;1;-;1;1;-;-;14
"260545 Fernando de Noronha";22;17;8;20;10;9;3;1;1;1;2;5;99
"260550 Ferreiros";-;-;3;-;-;-;-;-;-;-;-;-;3
"260560 Flores";-;-;1;2;1;1;1;1;-;1;-;-;8
"260570 Floresta";-;-;-;-;4;3;2;1;1;-;-;-;11
"260580 Frei Miguelinho";1;-;-;-;-;-;1;-;1;1;-;-;4
"260590 Gameleira";-;-;2;-;-;-;1;-;-;-;-;-;3
"260600 Garanhuns";3;13;16;61;109;104;96;45;51;44;34;26;602
"260610 Glória do Goitá";-;-;-;-;1;-;-;-;-;-;-;-;1
"260620 Goiana";18;30;31;75;171;130;153;91;119;79;76;30;1003
"260630 Granito";-;-;-;-;1;1;-;-;-;-;-;-;2
"260640 Gravatá";-;-;2;5;5;5;1;3;4;1;2;-;28
"260650 Iati";-;1;1;3;4;-;1;-;-;-;-;-;10
"260660 Ibimirim";1;6;13;27;27;6;-;-;-;-;-;-;80
"260680 Igarassu";35;65;96;568;331;72;166;176;247;254;153;113;2276
"260690 Iguaracy";-;-;-;1;2;2;-;1;-;-;-;-;6
"260760 Ilha de Itamaracá";-;-;8;10;39;15;2;-;-;-;-;-;74
"260700 Inajá";-;1;-;2;11;6;3;5;2;2;-;-;32
"260710 Ingazeira";-;-;7;16;52;34;7;6;2;-;-;-;124
"260720 Ipojuca";10;6;18;36;52;36;48;14;6;4;3;2;235
"260730 Ipubi";-;-;-;-;1;-;-;-;-;-;-;-;1
"260740 Itacuruba";-;-;-;4;14;8;4;-;-;-;-;-;30
"260750 Itaíba";-;-;-;9;-;-;2;-;1;-;-;-;12
"260765 Itambé";-;2;-;1;1;4;-;-;-;-;-;-;8
"260770 Itapetim";-;-;4;14;30;18;2;-;-;3;1;-;72
"260775 Itapissuma";-;-;-;-;-;-;1;1;-;-;1;-;3
"260780 Itaquitinga";-;-;-;-;-;-;-;-;-;1;-;-;1
"260790 Jaboatão dos Guararapes";52;73;229;342;645;573;520;469;470;398;316;246;4333
"260795 Jaqueira";-;-;2;2;29;27;15;8;2;4;-;1;90
"260800 Jataúba";7;9;21;18;10;-;7;10;6;-;-;1;89
"260805 Jatobá";-;-;-;-;1;-;1;2;-;2;-;-;6
"260810 João Alfredo";-;1;2;-;3;7;4;2;1;-;-;-;20
"260820 Joaquim Nabuco";-;-;5;4;-;-;-;-;-;-;-;-;9
"260825 Jucati";-;-;-;1;-;-;-;-;1;3;-;-;5
"260830 Jupi";-;-;-;-;-;1;-;-;-;-;-;-;1
"260840 Jurema";-;-;-;1;2;3;1;-;-;-;-;-;7
"260850 Lagoa de Itaenga";-;-;-;-;-;-;1;-;-;-;-;-;1
"260845 Lagoa do Carro";4;-;-;3;-;-;-;3;1;1;-;-;12
"260860 Lagoa do Ouro";1;-;3;49;69;28;1;-;-;-;-;-;151
"260870 Lagoa dos Gatos";-;-;35;12;-;-;-;2;1;-;-;-;50
"260875 Lagoa Grande";-;1;3;-;4;22;7;1;1;-;-;1;40
"260880 Lajedo";2;1;-;1;2;-;2;1;-;1;3;-;13
"260890 Limoeiro";23;21;43;42;66;51;50;53;32;22;23;16;442
"260900 Macaparana";1;2;14;22;8;3;-;1;-;-;-;-;51
"260910 Machados";3;3;4;-;-;-;-;-;-;-;-;-;10
"260915 Manari";-;-;2;4;3;-;1;2;1;-;-;-;13
"260920 Maraial";-;-;-;-;-;-;-;-;1;1;-;-;2
"260930 Mirandiba";-;13;6;78;25;-;-;-;-;-;-;-;122
"261430 Moreilândia";-;-;-;10;52;12;-;-;-;-;-;-;74
"260940 Moreno";-;-;2;10;8;1;1;2;-;18;17;15;74
"260950 Nazaré da Mata";-;-;-;13;8;51;60;30;29;11;2;4;208
"260960 Olinda";2;13;27;41;68;56;97;95;53;72;39;24;587
"260970 Orobó";-;5;6;12;21;7;-;-;1;1;1;-;54
"260980 Orocó";-;3;9;2;17;1;1;-;-;-;-;-;33
"260990 Ouricuri";-;1;1;3;2;1;2;2;-;-;-;8;20
"261000 Palmares";12;42;93;80;104;77;56;38;33;23;27;9;594
"261010 Palmeirina";-;-;-;1;9;31;4;-;-;-;-;-;45
"261020 Panelas";-;-;-;24;56;28;23;-;-;-;-;-;131
"261030 Paranatama";-;-;4;54;21;5;1;-;-;-;-;-;85
"261040 Parnamirim";-;-;-;15;198;11;-;-;-;-;-;-;224
"261050 Passira";1;2;-;-;1;2;-;-;1;2;1;-;10
"261060 Paudalho";1;9;22;19;109;48;19;13;11;7;2;1;261
"261070 Paulista";12;38;59;72;133;211;239;207;147;192;5;13;1328
"261080 Pedra";1;-;3;6;10;8;12;3;4;1;1;-;49
"261090 Pesqueira";-;-;-;-;6;65;45;30;51;22;3;26;248
"261100 Petrolândia";-;-;-;-;-;2;-;-;-;-;-;-;2
"261110 Petrolina";11;21;20;55;533;412;239;83;50;33;15;7;1479
"261120 Poção";-;-;-;1;3;-;1;-;-;-;-;-;5
"261130 Pombos";-;-;-;-;11;14;12;6;22;22;18;3;108
"261150 Quipapá";-;-;-;18;42;60;4;1;3;-;-;-;128
"261153 Quixaba";-;-;1;-;1;-;-;1;-;-;-;1;4
"261160 Recife";105;165;228;586;1135;850;996;887;869;704;458;234;7217
"261180 Ribeirão";1;4;4;6;-;-;-;1;-;-;-;-;16
"261190 Rio Formoso";2;2;4;11;45;34;23;11;10;10;8;4;164
"261210 Salgadinho";-;-;-;1;-;1;-;-;-;-;-;-;2
"261220 Salgueiro";105;542;218;449;1333;418;68;25;9;5;8;2;3182
"261230 Saloá";-;-;-;-;3;3;5;-;-;-;-;-;11
"261240 Sanharó";-;-;-;-;2;1;-;-;-;-;-;-;3
"261245 Santa Cruz";-;-;2;1;5;1;1;-;-;-;-;-;10
"261247 Santa Cruz da Baixa Verde";-;-;-;-;15;1;-;-;-;-;-;-;16
"261250 Santa Cruz do Capibaribe";3;3;6;-;1;3;3;5;14;1;2;2;43
"261255 Santa Filomena";1;-;-;2;-;-;-;-;-;-;-;-;3
"261260 Santa Maria da Boa Vista";-;-;-;-;2;1;4;1;-;1;-;-;9
"261270 Santa Maria do Cambucá";-;-;-;-;1;-;-;-;-;-;-;-;1
"261280 Santa Terezinha";-;-;2;-;3;-;1;-;-;-;-;-;6
"261290 São Benedito do Sul";-;-;-;-;-;-;-;1;1;-;-;-;2
"261300 São Bento do Una";-;-;-;-;-;1;1;1;-;-;-;6;9
"261310 São Caitano";-;-;1;2;3;1;-;1;2;3;-;-;13
"261320 São João";-;3;2;5;23;20;6;-;-;-;-;-;59
"261330 São Joaquim do Monte";-;-;3;11;13;7;1;1;-;-;-;-;36
"261340 São José da Coroa Grande";-;3;3;19;34;13;5;-;-;-;-;-;77
"261350 São José do Belmonte";1;5;5;64;59;32;14;11;2;-;-;-;193
"261360 São José do Egito";-;1;2;13;16;23;29;5;17;11;1;-;118
"261370 São Lourenço da Mata";9;55;119;85;150;134;62;45;39;50;16;27;791
"261380 São Vicente Ferrer";-;1;4;12;38;10;2;1;-;-;-;-;68
"261390 Serra Talhada";-;19;28;188;487;225;48;24;4;-;2;3;1028
"261400 Serrita";-;2;-;9;23;1;-;-;2;-;-;-;37
"261410 Sertânia";-;4;12;71;170;116;17;-;-;-;1;-;391
"261420 Sirinhaém";-;7;1;11;14;37;19;11;18;13;4;-;135
"261440 Solidão";-;-;8;43;55;16;13;-;1;-;-;-;136
"261450 Surubim";2;-;1;2;6;4;6;5;9;2;2;1;40
"261460 Tabira";1;33;15;14;12;-;-;-;-;-;-;-;75
"261480 Tacaratu";2;1;-;1;8;15;14;4;4;1;-;1;51
"261485 Tamandaré";-;-;4;14;27;13;4;-;-;-;-;-;62
"261500 Taquaritinga do Norte";-;-;-;-;-;1;-;-;-;-;-;-;1
"261510 Terezinha";-;-;-;15;19;3;-;-;-;-;-;-;37
"261520 Terra Nova";-;1;-;108;136;51;32;26;33;3;-;-;390
"261530 Timbaúba";2;3;19;68;111;4;3;1;2;1;-;2;216
"261540 Toritama";1;-;-;2;7;17;6;7;3;1;-;-;44
"261560 Trindade";-;1;-;3;4;-;1;1;-;-;1;1;12
"261570 Triunfo";1;2;5;8;51;-;-;-;-;-;-;-;67
"261580 Tupanatinga";6;2;27;7;-;-;-;-;-;-;-;-;42
"261590 Tuparetama";-;-;-;-;3;-;3;2;4;2;-;-;14
"261600 Venturosa";-;-;-;3;8;-;2;1;2;-;-;-;16
"261610 Verdejante";4;27;12;44;97;63;3;-;-;-;-;-;250
"261618 Vertente do Lério";-;-;-;-;1;-;4;-;6;-;-;-;11
"261620 Vertentes";2;1;-;-;2;-;-;5;4;-;-;-;14
"261630 Vicência";6;8;4;7;8;9;1;-;-;4;1;-;48
"261640 Vitória de Santo Antão";-;3;4;19;15;20;44;23;33;56;30;7;254
"261650 Xexéu";-;-;3;-;6;-;-;-;-;-;-;-;9
"270010 Água Branca";-;-;-;-;-;-;3;-;-;-;-;-;3
"270020 Anadia";-;-;-;1;1;19;1;3;-;-;-;-;25
"270030 Arapiraca";209;264;413;743;1711;1397;986;1018;320;470;446;200;8177
"270040 Atalaia";-;-;1;3;8;-;-;-;1;1;1;-;15
"270060 Barra de São Miguel";-;1;1;-;7;13;5;-;-;-;-;-;27
"270070 Batalha";-;-;-;-;6;25;7;6;1;2;-;-;47
"270080 Belém";-;-;-;-;26;20;14;-;-;-;-;-;60
"270090 Belo Monte";-;-;-;-;-;2;9;1;2;-;-;-;14
"270100 Boca da Mata";-;-;2;6;2;2;5;4;1;-;1;-;23
"270110 Branquinha";-;-;-;-;1;-;-;-;-;-;-;-;1
"270120 Cacimbinhas";-;-;-;-;1;13;5;10;4;-;-;-;33
"270130 Cajueiro";-;-;-;1;3;3;-;-;6;1;2;-;16
"270135 Campestre";-;-;-;-;1;3;1;-;-;-;-;-;5
"270140 Campo Alegre";-;1;-;-;2;12;86;27;12;5;-;-;145
"270150 Campo Grande";-;-;-;-;-;8;7;12;-;-;-;-;27
"270160 Canapi";-;-;-;-;-;-;1;4;2;4;-;-;11
"270170 Capela";-;-;1;4;28;13;11;4;4;-;-;-;65
"270180 Carneiros";-;1;-;-;-;-;-;1;-;-;-;-;2
"270200 Coité do Nóia";-;10;60;38;18;12;6;1;2;-;2;1;150
"270210 Colônia Leopoldina";21;20;1;5;-;-;-;1;-;-;-;2;50
"270220 Coqueiro Seco";-;-;8;21;6;1;2;-;2;-;-;2;42
"270230 Coruripe";-;-;1;1;2;16;75;20;6;7;-;1;129
"270235 Craíbas";1;-;-;1;46;127;8;-;2;2;-;-;187
"270240 Delmiro Gouveia";-;-;1;4;6;6;5;1;10;40;10;1;84
"270250 Dois Riachos";-;-;-;-;-;2;-;-;-;-;-;-;2
"270255 Estrela de Alagoas";-;-;-;-;4;14;-;3;-;-;-;-;21
"270260 Feira Grande";-;-;-;-;3;17;23;44;30;18;-;1;136
"270270 Feliz Deserto";-;-;-;12;13;-;8;-;-;-;-;-;33
"270280 Flexeiras";-;-;-;1;14;40;23;14;2;2;-;1;97
"270290 Girau do Ponciano";-;-;-;-;2;6;2;14;4;3;-;-;31
"270300 Ibateguara";1;1;-;-;10;42;13;5;2;-;-;-;74
"270310 Igaci";-;-;-;1;19;11;2;2;-;-;-;-;35
"270320 Igreja Nova";-;-;-;-;-;9;59;47;26;12;-;-;153
"270330 Inhapi";-;-;1;1;7;9;1;-;1;-;-;1;21
"270340 Jacaré dos Homens";-;1;1;-;16;2;2;6;5;5;-;2;40
"270350 Jacuípe";-;-;-;-;-;-;4;3;1;1;1;2;12
"270360 Japaratinga";-;-;1;20;12;6;-;-;-;-;-;-;39
"270370 Jaramataia";-;-;-;-;43;14;12;6;8;1;1;-;85
"270375 Jequiá da Praia";-;-;-;-;2;3;7;-;2;1;-;-;15
"270380 Joaquim Gomes";-;3;2;41;54;53;37;11;6;3;1;-;211
"270390 Jundiá";-;-;7;-;-;-;-;-;-;-;-;-;7
"270400 Junqueiro";-;-;-;1;-;3;13;41;43;15;4;4;124
"270410 Lagoa da Canoa";-;-;12;6;90;190;141;45;38;9;-;2;533
"270420 Limoeiro de Anadia";-;2;1;13;105;146;106;50;43;25;11;-;502
"270430 Maceió";48;63;126;294;573;830;1068;1015;553;293;104;58;5025
"270440 Major Isidoro";-;-;-;-;9;31;-;6;-;1;-;-;47
"270450 Maragogi";4;12;47;47;13;28;20;31;9;7;4;-;222
"270470 Marechal Deodoro";1;1;-;1;6;10;4;5;1;1;-;-;30
"270480 Maribondo";-;-;-;-;7;-;1;1;-;-;-;-;9
"270500 Mata Grande";-;1;14;21;98;26;7;-;6;2;1;-;176
"270510 Matriz de Camaragibe";-;-;-;1;4;2;1;2;3;1;-;2;16
"270520 Messias";-;-;-;3;13;4;6;2;-;1;-;-;29
"270530 Minador do Negrão";-;-;-;-;4;3;1;1;-;-;-;-;9
"270540 Monteirópolis";-;-;-;-;7;5;12;1;-;-;-;-;25
"270550 Murici";-;-;-;-;-;1;1;-;-;-;-;-;2
"270560 Novo Lino";-;-;-;-;-;10;-;-;1;-;-;-;11
"270570 Olho d'Água das Flores";-;-;-;-;40;28;22;1;7;2;-;-;100
"270590 Olho d'Água Grande";-;-;-;-;-;2;27;4;-;-;-;-;33
"270600 Olivença";-;-;-;-;-;-;1;1;1;-;-;-;3
"270620 Palestina";38;83;10;11;20;7;2;1;-;-;-;-;172
"270630 Palmeira dos Índios";5;1;5;4;59;58;31;58;36;18;6;1;282
"270640 Pão de Açúcar";1;4;4;1;19;16;12;11;4;4;1;-;77
"270642 Pariconha";-;-;-;-;-;-;1;1;-;-;-;-;2
"270644 Paripueira";-;-;1;3;12;20;13;12;5;4;1;1;72
"270650 Passo de Camaragibe";-;1;-;-;-;-;-;-;-;-;-;-;1
"270660 Paulo Jacinto";-;-;-;-;2;14;19;-;-;-;-;-;35
"270670 Penedo";-;-;-;-;1;24;756;60;48;22;3;2;916
"270680 Piaçabuçu";-;-;-;12;67;-;25;18;10;-;-;-;132
"270690 Pilar";-;-;3;8;26;29;19;6;4;9;1;2;107
"270700 Pindoba";-;-;-;-;1;1;1;-;1;-;-;-;4
"270710 Piranhas";-;-;-;-;-;18;5;-;2;10;-;-;35
"270720 Poço das Trincheiras";-;-;-;1;3;-;1;-;-;-;1;-;6
"270730 Porto Calvo";-;-;-;1;2;147;136;-;-;-;1;1;288
"270740 Porto de Pedras";-;-;-;-;-;2;1;1;-;-;-;-;4
"270750 Porto Real do Colégio";-;-;-;-;-;4;2;1;2;2;-;-;11
"270760 Quebrangulo";-;-;-;-;53;21;2;1;3;-;1;1;82
"270770 Rio Largo";1;4;1;11;13;14;36;43;24;14;11;6;178
"270790 Santa Luzia do Norte";-;2;4;4;18;18;5;4;4;2;-;-;61
"270800 Santana do Ipanema";-;2;1;-;6;7;3;3;3;3;1;-;29
"270810 Santana do Mundaú";1;3;24;66;24;36;18;6;-;-;-;-;178
"270820 São Brás";-;-;-;-;-;44;6;-;-;-;-;-;50
"270830 São José da Laje";-;-;-;1;1;1;3;1;1;-;1;-;9
"270840 São José da Tapera";-;-;-;-;-;-;3;1;2;1;-;-;7
"270850 São Luís do Quitunde";-;-;-;4;4;2;4;2;1;1;8;6;32
"270860 São Miguel dos Campos";-;-;-;1;2;3;36;43;20;18;6;2;131
"270870 São Miguel dos Milagres";-;-;2;-;-;1;1;-;-;-;-;-;4
"270880 São Sebastião";-;-;-;-;-;113;36;17;39;12;1;-;218
"270890 Satuba";-;11;36;9;12;9;7;1;1;2;2;-;90
"270895 Senador Rui Palmeira";-;-;-;-;-;1;-;1;-;3;-;-;5
"270900 Tanque d'Arca";-;-;-;-;-;2;6;-;1;-;-;-;9
"270910 Taquarana";-;-;1;2;23;56;41;9;1;1;-;1;135
"270915 Teotônio Vilela";-;1;-;1;3;5;2;4;2;2;-;-;20
"270920 Traipu";-;-;-;-;-;4;13;3;5;1;1;-;27
"270930 União dos Palmares";4;1;22;21;31;21;13;4;5;-;2;1;125
"270940 Viçosa";-;-;4;42;54;50;46;9;2;4;2;-;213
"280020 Aquidabã";-;-;1;-;1;1;1;-;1;-;-;-;5
"280030 Aracaju";12;16;14;25;215;332;825;727;292;179;74;31;2742
"280040 Arauá";-;-;-;-;-;-;1;2;1;-;-;-;4
"280050 Areia Branca";-;1;-;-;-;3;1;-;-;-;-;-;5
