DENGUE - Notificações registradas no Sistema de Informação de Agravos de Notificação - Brasil
Casos Prováveis por Município de notificação e Mês notificação
Período:2015
"Município de notificação";"Jan";"Fev";"Mar";"Abr";"Mai";"Jun";"Jul";"Ago";"Set";"Out";"Nov";"Dez";"Total"
"270280 Flexeiras";-;-;7;-;-;-;1;-;-;-;-;-;8
"270290 Girau do Ponciano";-;2;5;4;19;6;3;-;-;-;7;7;53
"270300 Ibateguara";-;-;-;1;-;1;1;-;-;-;-;-;3
"270310 Igaci";-;1;3;26;22;-;-;-;-;-;-;17;69
"270320 Igreja Nova";-;-;-;3;2;7;-;1;-;-;-;1;14
"270330 Inhapi";7;126;72;12;20;4;-;15;308;278;327;138;1307
"270340 Jacaré dos Homens";-;-;-;1;-;-;-;-;2;2;1;-;6
"270350 Jacuípe";-;-;-;1;5;1;1;-;-;-;-;1;9
"270370 Jaramataia";-;-;-;-;-;-;-;-;-;-;9;-;9
"270375 Jequiá da Praia";-;-;1;-;4;-;1;-;-;1;-;-;7
"270380 Joaquim Gomes";1;1;2;13;8;1;2;-;-;-;-;-;28
"270400 Junqueiro";9;3;3;5;9;7;4;2;-;-;1;2;45
"270410 Lagoa da Canoa";-;-;-;-;2;11;4;5;-;-;2;-;24
"270420 Limoeiro de Anadia";5;3;3;10;7;5;4;2;6;2;3;3;53
"270430 Maceió";166;162;224;410;616;783;922;255;166;106;109;109;4028
"270440 Major Isidoro";92;145;15;4;1;3;-;223;26;-;-;-;509
"270450 Maragogi";7;22;55;80;164;87;55;2;-;-;5;-;477
"270460 Maravilha";-;-;1;-;-;-;-;-;-;14;-;-;15
"270470 Marechal Deodoro";-;15;56;29;56;76;185;145;52;20;1;1;636
"270480 Maribondo";1;-;-;-;-;10;44;1;-;-;-;-;56
"270500 Mata Grande";236;191;419;410;241;88;22;20;219;199;286;436;2767
"270510 Matriz de Camaragibe";-;1;8;3;1;-;-;-;2;-;-;-;15
"270520 Messias";-;1;1;9;12;3;2;-;1;1;-;1;31
"270540 Monteirópolis";-;-;3;15;4;3;-;1;-;2;4;1;33
"270550 Murici";-;-;-;-;2;2;6;-;-;-;-;-;10
"270560 Novo Lino";-;-;-;-;-;1;1;2;1;1;-;-;6
"270570 Olho d'Água das Flores";-;1;8;4;4;7;-;-;-;-;-;-;24
"270580 Olho d'Água do Casado";-;-;1;-;-;-;-;-;-;-;-;-;1
"270590 Olho d'Água Grande";-;-;-;-;-;2;1;-;-;-;-;-;3
"270600 Olivença";-;-;2;6;20;10;9;9;7;46;28;23;160
"270610 Ouro Branco";5;62;-;-;-;-;-;-;2;182;290;12;553
"270620 Palestina";-;-;3;5;1;4;-;-;-;-;-;-;13
"270630 Palmeira dos Índios";4;2;37;101;191;142;21;5;120;384;711;60;1778
"270640 Pão de Açúcar";-;1;3;3;7;17;4;5;3;4;3;11;61
"270642 Pariconha";-;-;1;2;9;6;3;3;1;1;-;-;26
"270644 Paripueira";-;1;1;-;3;6;4;-;-;-;-;-;15
"270650 Passo de Camaragibe";-;-;-;1;-;-;-;-;-;-;-;-;1
"270660 Paulo Jacinto";-;-;-;-;-;1;-;-;-;-;-;-;1
"270670 Penedo";21;24;29;16;74;83;122;81;53;13;10;29;555
"270680 Piaçabuçu";-;-;-;3;13;10;2;-;-;-;-;13;41
"270690 Pilar";1;1;2;27;46;34;76;12;1;-;-;-;200
"270710 Piranhas";-;3;26;14;1;2;-;-;-;6;9;-;61
"270720 Poço das Trincheiras";-;1;5;4;-;5;3;-;2;4;8;7;39
"270730 Porto Calvo";-;-;1;10;18;9;9;2;-;-;-;-;49
"270740 Porto de Pedras";-;-;1;-;1;1;-;1;1;-;-;-;5
"270750 Porto Real do Colégio";-;-;-;-;16;8;-;-;-;-;-;-;24
"270770 Rio Largo";13;12;18;21;18;11;11;6;6;8;13;25;162
"270780 Roteiro";-;-;-;1;2;-;7;-;1;-;-;-;11
"270800 Santana do Ipanema";50;163;160;43;50;45;52;18;50;131;110;32;904
"270810 Santana do Mundaú";-;-;-;6;1;1;2;-;1;-;-;-;11
"270820 São Brás";-;-;-;-;-;-;1;-;-;-;-;-;1
"270840 São José da Tapera";1;1;1;-;1;-;-;-;-;1;-;-;5
"270850 São Luís do Quitunde";-;-;-;2;3;15;6;-;-;-;-;-;26
"270860 São Miguel dos Campos";1;2;5;5;17;14;16;12;9;5;-;-;86
"270880 São Sebastião";15;5;29;50;45;33;34;7;-;-;1;2;221
"270890 Satuba";-;-;-;3;4;3;5;4;-;-;-;3;22
"270895 Senador Rui Palmeira";-;2;18;11;28;6;4;2;-;-;63;74;208
"270900 Tanque d'Arca";-;-;-;-;-;4;-;-;-;-;-;-;4
"270910 Taquarana";2;5;12;3;4;2;8;1;-;-;-;42;79
"270915 Teotônio Vilela";5;5;26;178;79;1;-;-;2;1;21;56;374
"270920 Traipu";1;-;-;3;-;1;6;8;2;17;12;2;52
"270930 União dos Palmares";4;7;16;14;33;20;30;6;5;1;-;52;188
"270940 Viçosa";1;1;4;10;6;10;22;16;12;2;-;-;84
"280020 Aquidabã";-;1;3;19;9;8;2;1;-;4;-;-;47
"280030 Aracaju";195;255;533;476;291;88;82;83;154;209;402;279;3047
"280040 Arauá";-;-;-;-;-;1;-;-;-;-;-;-;1
"280050 Areia Branca";-;-;1;-;-;-;-;-;-;-;7;4;12
"280060 Barra dos Coqueiros";7;6;6;5;2;2;2;2;5;12;22;10;81
"280067 Boquim";-;-;10;4;-;-;1;-;-;-;-;1;16
"280100 Campo do Brito";-;-;-;-;-;-;-;-;-;-;-;4;4
"280120 Canindé de São Francisco";1;-;8;13;6;-;-;-;-;-;11;14;53
"280130 Capela";-;-;-;-;-;-;-;-;-;4;-;-;4
"280140 Carira";-;-;4;56;9;1;-;-;-;-;1;-;71
"280150 Carmópolis";-;-;4;3;5;5;1;-;12;4;13;4;51
"280160 Cedro de São João";-;-;1;-;-;-;-;-;-;-;-;-;1
"280170 Cristinápolis";-;-;3;5;4;-;-;6;17;52;20;-;107
"280210 Estância";4;11;14;51;22;12;9;2;4;4;11;9;153
"280240 Gararu";-;-;14;4;3;5;3;2;3;4;2;1;41
"280250 General Maynard";-;-;1;2;-;-;-;-;1;10;-;-;14
"280270 Ilha das Flores";-;-;-;1;-;-;-;-;-;-;1;-;2
"280280 Indiaroba";-;-;5;-;-;-;-;-;-;-;-;-;5
"280290 Itabaiana";2;11;96;101;50;8;3;1;2;55;966;356;1651
"280300 Itabaianinha";3;10;49;24;3;3;7;2;84;227;339;178;929
"280310 Itabi";-;1;7;-;-;-;-;-;-;-;-;-;8
"280320 Itaporanga d'Ajuda";1;2;7;12;5;1;2;-;-;1;-;-;31
"280340 Japoatã";-;-;-;-;-;-;-;-;-;1;-;1;2
"280350 Lagarto";-;1;19;25;17;4;7;2;1;2;4;8;90
"280360 Laranjeiras";2;6;9;1;-;-;-;-;6;26;3;-;53
"280390 Malhador";-;-;-;-;-;-;-;-;-;6;3;-;9
"280410 Moita Bonita";-;-;-;10;11;1;-;-;-;1;1;-;24
"280420 Monte Alegre de Sergipe";-;-;-;2;3;1;-;-;2;2;-;-;10
"280430 Muribeca";-;-;3;-;-;-;-;-;-;-;-;-;3
"280440 Neópolis";82;4;4;3;7;5;8;17;3;8;10;4;155
"280445 Nossa Senhora Aparecida";-;-;-;-;-;-;-;-;-;-;-;3;3
"280450 Nossa Senhora da Glória";1;2;2;5;3;1;-;-;-;3;4;-;21
"280460 Nossa Senhora das Dores";-;3;26;15;4;3;-;-;-;6;-;-;57
"280470 Nossa Senhora de Lourdes";-;7;5;-;-;-;-;1;-;-;-;-;13
"280480 Nossa Senhora do Socorro";2;1;-;-;-;-;-;-;-;1;2;-;6
"280490 Pacatuba";2;-;-;1;2;-;-;-;1;-;-;1;7
"280500 Pedra Mole";-;-;-;-;-;-;-;-;-;-;-;1;1
"280520 Pinhão";-;4;7;17;-;-;-;-;1;1;-;2;32
"280530 Pirambu";-;-;-;-;-;-;-;-;1;1;-;-;2
"280540 Poço Redondo";-;-;-;-;-;-;-;-;-;-;2;6;8
"280550 Poço Verde";1;-;1;-;-;-;-;-;-;-;-;-;2
"280570 Propriá";4;-;2;1;2;-;-;-;-;-;-;-;9
"280580 Riachão do Dantas";11;-;5;-;-;-;-;-;-;23;28;6;73
"280590 Riachuelo";1;6;4;4;-;-;1;22;-;-;-;-;38
"280610 Rosário do Catete";1;-;-;-;1;-;1;400;323;50;1;-;777
"280620 Salgado";-;-;17;22;6;-;-;-;1;-;-;-;46
"280630 Santa Luzia do Itanhy";-;-;-;1;1;-;-;-;-;2;-;-;4
"280650 Santa Rosa de Lima";-;4;7;7;8;-;-;-;-;-;-;-;26
"280640 Santana do São Francisco";-;-;1;1;-;-;-;2;1;1;-;1;7
"280670 São Cristóvão";-;6;22;11;4;3;2;-;1;4;5;6;64
"280700 São Miguel do Aleixo";-;1;-;-;-;-;-;-;-;-;-;-;1
"280710 Simão Dias";2;-;2;1;1;1;-;2;-;-;-;-;9
"280720 Siriri";-;-;11;29;4;-;-;-;-;-;-;-;44
"280740 Tobias Barreto";11;5;1;-;-;-;-;32;699;442;29;89;1308
"280750 Tomar do Geru";-;-;1;2;-;1;-;-;-;-;-;-;4
"280760 Umbaúba";-;-;-;-;-;-;-;-;-;-;9;16;25
"290010 Abaíra";-;1;-;-;1;-;-;-;-;-;-;-;2
"290020 Abaré";-;-;-;3;5;2;-;1;1;1;-;-;13
"290030 Acajutiba";1;-;-;32;3;4;1;2;-;-;-;-;43
"290035 Adustina";-;-;-;-;2;2;4;-;-;-;1;-;9
"290040 Água Fria";-;-;-;4;3;-;3;1;-;-;-;-;11
"290070 Alagoinhas";1;-;3;6;8;6;11;6;-;-;-;-;41
"290080 Alcobaça";1;-;3;1;1;5;10;3;-;6;2;15;47
"290100 Amargosa";-;-;1;4;2;3;8;5;7;3;2;-;35
"290110 Amélia Rodrigues";1;2;6;1;3;2;2;1;-;1;-;-;19
"290115 América Dourada";-;1;1;4;4;-;-;8;-;2;-;5;25
"290120 Anagé";-;-;-;-;-;-;-;-;-;-;-;1;1
"290130 Andaraí";1;-;3;-;3;19;6;-;-;-;-;-;32
"290135 Andorinha";1;2;-;-;7;10;8;4;-;14;62;60;168
"290140 Angical";-;-;-;-;-;1;-;-;-;-;-;-;1
"290150 Anguera";-;-;-;1;13;11;23;6;-;-;1;1;56
"290160 Antas";-;10;107;29;12;-;-;-;5;24;46;27;260
"290170 Antônio Cardoso";1;-;-;1;9;26;27;4;3;-;-;-;71
"290180 Antônio Gonçalves";3;-;-;-;-;1;1;1;2;1;1;1;11
"290190 Aporá";-;-;-;2;-;-;3;4;2;1;2;-;14
"290195 Apuarema";-;-;-;2;1;2;-;2;1;-;-;-;8
"290205 Araças";-;3;-;-;-;-;-;-;-;-;-;-;3
"290200 Aracatu";-;-;-;1;2;-;-;-;-;-;-;-;3
"290210 Araci";3;4;82;82;130;155;7;-;2;10;5;-;480
"290225 Arataca";-;1;8;3;1;-;-;-;-;-;-;-;13
"290230 Aratuípe";-;-;-;-;-;1;-;-;-;-;-;-;1
"290240 Aurelino Leal";-;-;-;12;2;-;-;1;-;-;-;-;15
"290260 Baixa Grande";3;2;-;26;58;17;12;4;1;-;-;1;124
"290265 Banzaê";1;-;2;5;32;-;14;-;3;-;-;-;57
"290270 Barra";2;21;68;150;442;139;37;6;4;-;-;-;869
"290280 Barra da Estiva";2;-;4;6;2;3;1;-;-;-;1;6;25
"290290 Barra do Choça";-;4;53;11;3;1;5;-;-;-;-;3;80
"290300 Barra do Mendes";-;-;-;4;2;1;2;-;-;-;-;-;9
"290310 Barra do Rocha";-;1;-;2;-;-;-;-;-;-;-;-;3
"290320 Barreiras";5;2;10;52;243;166;66;76;55;19;6;2;702
"290323 Barro Alto";-;-;10;4;-;-;3;2;1;-;-;-;20
"290330 Barro Preto";-;1;26;2;2;-;-;-;-;-;-;-;31
"290327 Barrocas";-;-;-;-;4;-;1;-;-;-;-;-;5
"290340 Belmonte";-;-;25;36;26;2;2;-;-;-;-;-;91
"290350 Belo Campo";-;1;2;8;2;2;2;-;1;1;-;-;19
"290360 Biritinga";-;-;-;-;4;-;15;3;-;-;1;-;23
"290370 Boa Nova";-;-;-;19;16;15;5;-;-;-;-;4;59
"290380 Boa Vista do Tupim";-;-;2;1;6;2;2;2;1;-;-;-;16
"290390 Bom Jesus da Lapa";-;3;16;82;201;135;18;-;-;-;1;1;457
"290405 Bonito";-;-;3;5;7;1;3;4;1;-;1;4;29
"290410 Boquira";1;4;3;21;39;32;22;8;2;-;-;2;134
"290420 Botuporã";1;12;6;3;4;2;1;-;-;-;-;-;29
"290430 Brejões";-;-;-;-;-;-;-;-;-;-;1;-;1
"290450 Brotas de Macaúbas";-;-;-;-;3;4;7;-;-;-;-;-;14
"290460 Brumado";1;-;-;-;3;4;2;21;7;3;8;7;56
"290470 Buerarema";1;20;237;106;12;5;-;-;1;-;-;37;419
"290475 Buritirama";41;24;8;22;28;52;2;-;-;-;-;-;177
"290480 Caatiba";-;-;3;-;2;1;1;1;-;-;-;-;8
"290485 Cabaceiras do Paraguaçu";-;-;-;-;1;1;-;-;2;4;-;-;8
"290490 Cachoeira";2;-;-;-;1;2;-;4;1;-;-;-;10
"290500 Caculé";-;-;-;-;-;-;-;-;1;-;-;-;1
"290510 Caém";-;-;-;1;3;1;2;1;-;2;4;-;14
"290520 Caetité";-;-;4;10;20;15;2;1;1;-;-;-;53
"290530 Cafarnaum";-;-;-;-;1;-;-;1;-;-;-;-;2
"290550 Caldeirão Grande";-;-;-;1;-;3;1;-;-;1;-;1;7
"290560 Camacan";-;-;2;20;5;8;1;-;-;-;-;2;38
"290570 Camaçari";15;39;115;94;120;57;65;11;5;2;4;-;527
"290580 Camamu";-;-;5;-;-;-;-;-;-;-;-;-;5
"290590 Campo Alegre de Lourdes";-;1;3;4;2;1;-;-;-;-;-;-;11
"290600 Campo Formoso";10;-;-;2;8;3;6;15;8;11;-;22;85
"290610 Canápolis";-;-;-;-;2;-;-;-;-;-;-;-;2
"290620 Canarana";-;-;1;3;-;-;-;-;1;-;-;-;5
"290630 Canavieiras";-;-;17;27;15;12;6;7;2;1;2;4;93
"290640 Candeal";-;-;1;2;-;2;10;1;-;1;-;-;17
"290650 Candeias";1;-;1;5;3;-;1;-;-;-;-;-;11
"290670 Cândido Sales";-;11;40;238;42;19;1;-;-;-;23;8;382
"290680 Cansanção";-;-;3;1;2;1;3;5;1;1;-;6;23
"290682 Canudos";-;1;2;3;2;3;8;25;2;3;-;-;49
"290685 Capela do Alto Alegre";-;-;6;24;3;-;1;-;-;-;-;-;34
"290687 Capim Grosso";-;-;8;1;4;1;13;14;7;-;1;1;50
"290689 Caraíbas";-;-;-;-;-;-;-;-;2;-;-;-;2
"290690 Caravelas";-;-;2;6;6;8;5;1;-;-;1;12;41
"290700 Cardeal da Silva";-;-;4;2;-;-;-;-;-;-;-;-;6
"290710 Carinhanha";-;-;-;-;1;-;-;-;-;-;-;-;1
"290720 Casa Nova";2;-;10;13;15;13;29;35;10;17;72;140;356
"290730 Castro Alves";-;-;3;4;50;33;26;7;10;-;1;1;135
"290740 Catolândia";-;-;-;3;3;17;1;-;-;-;-;-;24
"290750 Catu";-;1;2;-;8;5;1;-;1;1;1;2;22
"290755 Caturama";-;5;1;2;3;1;-;-;-;-;-;-;12
"290760 Central";-;-;-;-;-;-;-;-;-;-;-;3;3
"290770 Chorrochó";-;-;-;3;28;23;15;48;181;89;-;-;387
"290780 Cícero Dantas";15;15;23;18;-;-;3;11;20;-;-;3;108
"290800 Coaraci";-;1;6;34;32;6;-;-;-;-;-;3;82
"290820 Conceição da Feira";1;-;1;-;1;-;2;1;-;-;-;-;6
"290840 Conceição do Coité";1;3;12;45;57;65;23;17;3;17;67;88;398
"290850 Conceição do Jacuípe";5;3;6;6;16;11;33;14;1;1;1;1;98
"290860 Conde";-;-;-;1;-;-;-;-;3;1;-;1;6
"290870 Condeúba";1;-;-;1;-;1;-;-;1;-;-;7;11
"290880 Contendas do Sincorá";-;-;1;-;9;1;2;-;1;-;-;-;14
"290890 Coração de Maria";-;-;5;5;14;9;32;8;3;3;-;1;80
"290910 Coribe";-;2;9;8;3;2;-;-;-;-;-;1;25
"290920 Coronel João Sá";-;-;-;8;-;4;3;-;1;1;4;2;23
"290930 Correntina";-;-;3;19;30;23;7;3;-;-;1;2;88
"290950 Cravolândia";-;-;-;1;-;-;-;-;-;-;-;-;1
"290960 Crisópolis";-;-;-;-;-;-;10;4;1;2;4;-;21
"290970 Cristópolis";-;-;1;4;9;14;36;5;3;-;1;1;74
"290980 Cruz das Almas";1;-;1;5;4;7;6;2;3;1;-;-;30
"290990 Curaçá";-;-;1;-;-;1;-;-;-;-;-;1;3
"291000 Dário Meira";-;-;1;-;1;1;-;-;-;-;-;-;3
"291005 Dias d'Ávila";-;1;3;4;6;2;8;3;1;-;-;-;28
"291010 Dom Basílio";-;-;1;1;-;-;-;1;-;-;-;-;3
"291020 Dom Macedo Costa";-;-;-;1;-;-;-;-;-;-;-;-;1
"291030 Elísio Medrado";-;-;-;-;1;-;-;-;-;-;-;-;1
"291040 Encruzilhada";-;-;-;-;3;2;-;-;-;-;-;1;6
"291050 Entre Rios";-;-;-;-;-;2;12;3;1;2;-;-;20
"290050 Érico Cardoso";-;-;-;10;2;3;-;-;-;-;-;-;15
"291060 Esplanada";1;-;-;12;28;-;3;-;-;-;-;-;44
"291070 Euclides da Cunha";5;3;73;187;127;55;33;21;51;37;50;172;814
"291072 Eunápolis";2;3;9;38;22;9;24;23;-;-;-;-;130
"291075 Fátima";4;3;11;2;-;-;-;-;-;-;-;1;21
"291077 Feira da Mata";-;-;-;-;-;-;1;-;3;4;-;-;8
"291080 Feira de Santana";46;72;156;313;495;358;287;113;35;24;21;19;1939
"291085 Filadélfia";3;-;3;-;1;3;8;1;-;2;1;3;25
"291090 Firmino Alves";-;-;-;-;2;-;-;-;-;-;-;1;3
"291100 Floresta Azul";-;1;13;7;4;1;-;-;-;-;1;-;27
"291120 Gandu";2;-;2;2;7;4;13;4;-;1;1;-;36
"291125 Gavião";-;-;-;-;3;1;2;1;-;-;2;-;9
"291140 Glória";6;46;18;12;10;22;16;6;2;3;-;2;143
"291150 Gongogi";-;1;-;-;-;-;-;-;-;-;-;-;1
"291160 Governador Mangabeira";-;-;1;8;22;16;2;4;-;1;-;4;58
"291165 Guajeru";-;2;-;-;-;1;2;2;3;-;3;5;18
"291170 Guanambi";-;1;3;2;4;3;5;1;1;-;4;10;34
"291180 Guaratinga";-;-;-;-;17;5;1;-;1;-;-;1;25
"291185 Heliópolis";5;2;9;-;-;-;-;1;-;1;-;1;19
"291190 Iaçu";-;1;-;7;22;18;32;18;1;-;3;-;102
"291200 Ibiassucê";-;-;-;-;1;1;-;-;1;-;-;1;4
"291210 Ibicaraí";-;23;286;319;149;22;14;6;-;-;2;24;845
"291220 Ibicoara";-;-;1;-;-;-;-;-;-;-;-;-;1
"291230 Ibicuí";-;1;-;8;9;3;2;-;-;-;-;-;23
"291240 Ibipeba";-;-;2;2;2;3;6;2;-;-;-;-;17
"291250 Ibipitanga";-;-;-;2;2;2;8;4;3;9;7;18;55
"291260 Ibiquera";-;-;-;2;5;6;-;3;-;-;-;-;16
"291270 Ibirapitanga";-;-;-;4;1;1;1;-;-;-;-;-;7
"291280 Ibirapuã";2;-;-;-;4;1;7;9;2;-;7;49;81
"291290 Ibirataia";4;5;13;15;10;7;12;4;4;-;5;6;85
"291320 Ibotirama";5;3;19;72;106;35;8;10;2;-;8;9;277
"291330 Ichu";-;3;1;4;7;6;26;3;-;-;-;-;50
"291340 Igaporã";-;-;-;2;4;2;-;1;1;-;1;2;13
"291345 Igrapiúna";-;1;-;-;-;-;-;-;-;-;-;-;1
"291360 Ilhéus";131;1004;2236;953;321;129;25;17;53;100;166;110;5245
"291370 Inhambupe";-;-;-;-;-;-;-;-;1;-;-;-;1
"291380 Ipecaetá";-;-;-;1;11;45;3;9;3;-;-;-;72
"291390 Ipiaú";2;8;23;46;15;6;6;5;2;3;7;-;123
"291400 Ipirá";-;-;23;22;6;-;-;-;-;-;-;1;52
"291410 Ipupiara";-;-;-;-;1;-;-;-;-;-;-;-;1
"291420 Irajuba";-;-;-;-;3;-;-;-;-;-;-;-;3
"291450 Irará";-;1;1;2;3;3;10;2;-;2;1;2;27
"291460 Irecê";-;1;1;12;4;4;1;-;4;4;5;-;36
"291465 Itabela";-;1;14;8;10;19;12;16;6;5;6;10;107
"291470 Itaberaba";5;3;59;193;139;79;196;115;76;49;72;19;1005
"291480 Itabuna";66;169;1975;1742;415;101;170;73;51;84;543;2123;7512
"291490 Itacaré";1;5;41;57;14;15;5;2;4;9;-;5;158
"291500 Itaeté";-;-;-;1;2;2;4;-;-;2;-;-;11
"291510 Itagi";-;-;-;1;-;-;1;-;-;-;-;-;2
"291520 Itagibá";-;-;-;2;1;-;-;1;1;-;-;-;5
"291530 Itagimirim";-;-;-;1;3;-;-;-;-;-;-;-;4
"291535 Itaguaçu da Bahia";-;-;2;-;-;-;-;-;-;-;-;-;2
"291540 Itaju do Colônia";-;-;-;-;-;-;-;1;-;-;-;-;1
"291550 Itajuípe";-;1;-;1;2;-;-;-;-;-;-;1;5
"291560 Itamaraju";1;1;7;2;3;2;4;3;-;4;1;18;46
"291580 Itambé";-;-;1;-;-;-;-;-;-;-;-;2;3
"291600 Itanhém";-;-;-;2;-;4;1;1;-;-;-;1;9
"291610 Itaparica";-;-;-;8;4;1;-;-;-;-;-;1;14
"291620 Itapé";-;4;40;57;3;-;-;1;-;-;5;4;114
"291630 Itapebi";-;1;5;6;11;6;2;-;-;-;-;3;34
"291640 Itapetinga";-;4;8;62;41;10;6;4;-;-;1;2;138
"291680 Itarantim";10;-;-;-;-;-;-;-;-;-;-;-;10
"291685 Itatim";-;-;1;5;1;-;1;15;-;-;-;-;23
"291690 Itiruçu";-;-;3;1;-;-;2;-;1;-;-;-;7
"291700 Itiúba";-;-;41;34;14;5;16;8;15;-;11;53;197
"291710 Itororó";1;-;7;1;-;-;-;-;1;1;-;-;11
"291720 Ituaçu";-;-;1;2;1;1;-;-;-;-;-;-;5
"291733 Iuiú";-;-;-;-;2;-;-;-;-;-;1;99;102
"291735 Jaborandi";2;2;2;5;2;-;-;1;2;-;-;-;16
"291740 Jacaraci";-;-;-;-;1;-;-;1;-;-;-;1;3
"291750 Jacobina";1;-;133;55;111;113;39;26;52;115;104;59;808
"291760 Jaguaquara";-;-;2;-;4;2;-;-;-;-;1;-;9
"291770 Jaguarari";-;-;2;1;12;4;4;3;-;1;1;1;29
"291780 Jaguaripe";-;-;1;2;-;-;-;-;-;-;-;-;3
"291790 Jandaíra";-;-;-;3;-;-;-;-;-;6;-;-;9
"291800 Jequié";174;366;611;690;73;24;26;11;51;2;2;19;2049
"291810 Jeremoabo";1;1;313;49;9;4;4;26;58;76;34;13;588
"291820 Jiquiriçá";-;-;-;3;3;-;1;1;-;-;-;-;8
"291830 Jitaúna";1;3;10;1;-;-;3;-;-;1;2;-;21
"291835 João Dourado";-;-;-;-;-;-;2;-;-;-;-;-;2
"291840 Juazeiro";19;22;37;84;112;108;40;8;12;11;7;23;483
"291850 Jussara";-;-;-;1;-;-;-;-;1;-;-;1;3
"291855 Jussari";-;-;13;46;6;2;2;1;-;-;1;5;76
"291860 Jussiape";-;1;-;2;-;-;-;1;-;-;-;-;4
"291870 Lafaiete Coutinho";7;-;2;3;2;2;-;1;-;-;-;-;17
"291875 Lagoa Real";-;-;-;10;11;1;1;-;-;-;-;-;23
"291880 Laje";-;-;3;1;1;-;-;-;1;-;-;-;6
"291890 Lajedão";-;-;3;4;3;-;-;-;-;-;1;1;12
"291900 Lajedinho";-;-;6;2;-;-;-;-;-;-;-;-;8
"291910 Lamarão";1;2;15;14;15;12;3;2;2;1;-;-;67
"291915 Lapão";-;-;-;1;-;-;1;-;-;-;-;-;2
"291920 Lauro de Freitas";3;4;28;31;36;15;31;5;3;3;4;3;166
"291930 Lençóis";-;-;-;7;1;5;-;-;-;-;-;-;13
"291950 Livramento de Nossa Senhora";-;-;-;-;4;-;1;-;-;-;2;-;7
"291955 Luís Eduardo Magalhães";-;1;7;118;403;78;30;6;2;2;3;3;653
"291960 Macajuba";-;-;-;3;1;-;-;-;-;-;-;-;4
"291970 Macarani";-;-;-;-;1;-;-;-;-;-;-;-;1
"291980 Macaúbas";16;60;201;160;102;41;11;5;-;4;3;10;613
"291990 Macururé";-;-;1;2;6;5;14;72;53;34;167;5;359
"291992 Madre de Deus";-;-;-;-;1;3;13;7;-;-;-;-;24
"292000 Maiquinique";2;1;7;7;5;4;11;10;6;-;1;1;55
"292010 Mairi";3;3;4;42;12;9;12;9;4;14;8;8;128
"292030 Malhada de Pedras";-;-;-;1;5;-;-;-;-;-;-;-;6
"292040 Manoel Vitorino";4;-;3;3;-;-;-;-;-;-;-;2;12
"292050 Maracás";1;2;8;24;1;-;1;4;3;-;2;-;46
"292060 Maragogipe";1;-;24;29;4;-;5;3;1;-;-;-;67
"292070 Maraú";-;-;-;-;2;-;-;-;-;-;-;-;2
"292080 Marcionílio Souza";3;-;-;-;-;2;1;-;-;-;-;-;6
"292090 Mascote";-;1;4;8;5;-;-;-;2;-;-;-;20
"292100 Mata de São João";-;-;3;5;2;1;1;1;-;-;-;-;13
"292105 Matina";-;-;-;-;-;-;-;-;-;-;-;1;1
"292110 Medeiros Neto";-;-;-;-;-;-;-;-;-;-;1;1;2
"292120 Miguel Calmon";-;-;1;2;2;16;2;1;-;-;-;6;30
"292130 Milagres";-;-;13;35;37;45;44;18;3;-;-;4;199
"292140 Mirangaba";-;-;-;5;6;1;-;-;-;-;-;-;12
"292145 Mirante";1;1;-;4;1;-;-;-;-;-;-;-;7
"292150 Monte Santo";-;1;11;12;106;62;-;-;6;20;4;-;222
"292170 Morro do Chapéu";-;-;3;14;8;4;12;6;-;1;20;5;73
"292200 Mucuri";1;2;10;11;19;36;4;4;11;2;22;13;135
"292205 Mulungu do Morro";1;8;3;2;2;2;-;-;-;-;-;1;19
"292210 Mundo Novo";1;-;4;4;8;1;3;3;-;-;-;-;24
"292220 Muniz Ferreira";-;-;-;-;5;3;4;5;5;-;-;-;22
"292230 Muritiba";5;5;5;14;22;22;13;12;14;3;1;1;117
"292240 Mutuípe";-;-;2;1;-;-;1;-;2;-;-;1;7
"292260 Nilo Peçanha";-;-;-;-;-;1;-;1;-;-;-;1;3
"292265 Nordestina";-;4;3;3;2;4;4;-;-;-;-;-;20
"292275 Nova Ibiá";-;-;-;-;-;-;2;1;-;-;-;-;3
"292280 Nova Itarana";-;-;-;-;1;-;-;-;-;-;-;1;2
"292285 Nova Redenção";-;-;-;1;4;-;-;-;-;-;-;-;5
"292290 Nova Soure";1;3;-;-;2;1;55;85;27;-;-;-;174
"292300 Nova Viçosa";-;-;4;2;5;-;-;-;-;-;4;7;22
"292303 Novo Horizonte";-;-;-;-;-;-;-;-;-;-;-;1;1
"292305 Novo Triunfo";-;2;7;-;-;-;-;-;-;-;-;6;15
"292310 Olindina";-;-;3;2;1;-;-;1;12;19;36;-;74
"292320 Oliveira dos Brejinhos";-;-;-;1;-;-;-;-;-;-;-;-;1
"292330 Ouriçangas";-;-;-;-;-;2;1;-;1;-;-;-;4
"292335 Ourolândia";2;2;6;17;22;8;11;8;1;3;7;13;100
"292340 Palmas de Monte Alto";-;-;-;6;2;-;-;-;-;-;-;-;8
"292350 Palmeiras";-;-;1;-;1;-;-;-;-;-;-;-;2
"292360 Paramirim";7;1;9;7;4;5;5;9;1;2;3;5;58
"292370 Paratinga";-;-;-;13;47;68;32;12;9;1;-;-;182
"292380 Paripiranga";-;12;35;48;8;2;1;1;-;-;1;2;110
