"Município de notificação";"Jan";"Fev";"Mar";"Abr";"Mai";"Jun";"Jul";"Ago";"Set";"Out";"Nov";"Dez";"Total"
"230835 Milhã";5;32;90;123;-;-;-;-;-;-;-;-;250
"230840 Missão Velha";-;1;4;1;5;1;-;-;1;-;-;1;14
"230860 Monsenhor Tabosa";-;-;-;-;1;-;-;-;-;-;-;-;1
"230870 Morada Nova";-;-;-;-;-;16;12;6;2;-;-;-;36
"230880 Moraújo";-;-;-;-;1;-;-;-;-;-;-;-;1
"230910 Mulungu";2;-;-;-;-;-;1;-;-;-;-;-;3
"230920 Nova Olinda";-;-;-;-;-;-;-;1;-;-;-;-;1
"230930 Nova Russas";1;-;1;-;-;-;-;-;-;-;-;-;2
"230940 Novo Oriente";2;3;3;2;2;-;1;-;-;-;-;-;13
"230945 Ocara";-;3;5;1;1;-;-;-;-;-;-;1;11
"230950 Orós";4;1;-;1;-;-;-;-;-;-;-;1;7
"230960 Pacajus";-;-;-;-;1;-;-;-;-;-;-;1;2
"230970 Pacatuba";-;-;-;-;-;-;-;-;-;-;1;-;1
"230980 Pacoti";-;-;-;-;-;1;-;1;-;-;-;-;2
"231000 Palhano";-;-;-;1;-;-;-;-;-;-;-;-;1
"231010 Palmácia";-;-;-;-;-;2;-;-;-;-;-;-;2
"231020 Paracuru";-;-;4;-;-;-;-;-;-;-;-;-;4
"231025 Paraipaba";1;-;-;-;-;1;-;-;-;-;-;-;2
"231050 Pedra Branca";9;9;7;13;10;-;-;-;-;-;-;-;48
"231070 Pentecoste";-;-;-;-;-;-;-;1;-;-;-;1;2
"231085 Pindoretama";-;1;-;-;1;2;-;-;-;-;-;-;4
"231090 Piquet Carneiro";-;-;-;-;1;-;-;-;-;-;-;-;1
"231100 Poranga";-;-;-;-;-;1;-;-;-;-;-;-;1
"231110 Porteiras";1;1;3;-;-;-;-;-;1;-;-;-;6
"231130 Quixadá";2;27;88;63;61;7;9;16;10;13;3;5;304
"231135 Quixelô";3;-;-;-;3;23;46;2;-;-;-;-;77
"231140 Quixeramobim";-;4;9;17;7;18;6;3;1;-;-;-;65
"231150 Quixeré";-;-;-;1;-;3;5;8;-;-;-;-;17
"231160 Redenção";-;-;-;-;-;-;1;-;-;-;-;-;1
"231170 Reriutaba";-;-;-;-;-;1;1;-;-;-;-;-;2
"231180 Russas";1;-;3;1;9;14;29;33;20;9;8;5;132
"231220 Santa Quitéria";-;-;2;-;-;-;-;-;-;-;-;-;2
"231210 Santana do Cariri";-;-;-;-;-;-;-;4;1;3;2;-;10
"231230 São Benedito";1;-;-;-;-;-;-;-;-;-;-;-;1
"231240 São Gonçalo do Amarante";2;3;4;6;1;2;1;-;-;2;2;2;25
"231250 São João do Jaguaribe";-;-;-;-;1;-;-;-;-;-;-;1;2
"231270 Senador Pompeu";-;-;-;2;-;3;4;1;-;-;-;-;10
"231280 Senador Sá";-;-;-;4;-;-;-;-;-;-;-;-;4
"231290 Sobral";2;1;1;1;-;-;-;-;2;-;1;1;9
"231300 Solonópole";43;79;29;25;15;8;9;-;-;-;1;-;209
"231310 Tabuleiro do Norte";3;-;-;-;1;-;-;-;-;-;-;-;4
"231320 Tamboril";-;1;2;1;3;-;-;-;-;-;-;-;7
"231330 Tauá";1;2;-;1;-;-;-;-;-;-;-;-;4
"231340 Tianguá";-;-;-;-;-;-;-;-;-;1;-;-;1
"231350 Trairi";-;-;-;-;-;-;-;-;-;-;1;-;1
"231370 Umari";-;-;-;2;3;-;-;-;-;-;-;-;5
"231395 Varjota";2;3;2;1;2;-;-;-;-;1;1;-;12
"231400 Várzea Alegre";3;-;-;-;2;15;9;2;-;-;-;-;31
"240010 Acari";-;-;1;1;3;-;1;6;5;2;1;2;22
"240020 Açu";2;1;1;2;2;3;36;87;18;19;6;8;185
"240030 Afonso Bezerra";-;-;-;7;4;2;2;5;2;1;1;1;25
"240040 Água Nova";-;-;-;-;3;12;3;3;-;-;-;-;21
"240050 Alexandria";-;-;1;6;6;1;1;1;-;-;-;-;16
"240070 Alto do Rodrigues";-;-;-;-;3;-;-;1;-;1;-;-;5
"240080 Angicos";-;-;-;1;18;9;3;2;1;1;-;-;35
"240100 Apodi";-;-;-;-;3;6;-;-;-;-;-;-;9
"240110 Areia Branca";-;6;13;5;13;-;-;-;-;-;-;-;37
"240120 Arês";-;-;1;1;19;3;-;-;-;-;-;-;24
"240130 Augusto Severo";-;-;-;-;1;-;-;-;-;-;-;-;1
"240140 Baía Formosa";2;4;4;21;17;5;3;3;-;2;1;-;62
"240145 Baraúna";-;-;-;23;10;6;36;21;2;1;-;-;99
"240150 Barcelona";-;-;-;-;4;-;5;10;6;1;-;-;26
"240160 Bento Fernandes";-;-;3;19;6;8;9;-;1;-;-;-;46
"240165 Bodó";2;8;14;6;1;-;1;-;-;-;1;-;33
"240170 Bom Jesus";-;-;10;18;11;3;1;-;-;-;-;-;43
"240180 Brejinho";-;-;2;10;22;2;1;5;1;-;-;-;43
"240185 Caiçara do Norte";-;-;1;20;3;1;-;-;-;-;-;-;25
"240190 Caiçara do Rio do Vento";-;-;3;5;14;7;2;4;2;-;-;1;38
"240200 Caicó";3;6;8;34;45;93;43;17;7;14;7;2;279
"240210 Campo Redondo";64;16;17;51;29;1;4;-;-;-;-;1;183
"240220 Canguaretama";1;-;1;6;4;2;2;2;-;2;-;-;20
"240230 Caraúbas";-;-;-;2;4;-;8;-;1;-;-;1;16
"240240 Carnaúba dos Dantas";-;-;1;5;8;6;4;-;1;-;-;-;25
"240260 Ceará-Mirim";-;-;7;14;86;89;96;71;19;14;8;2;406
"240270 Cerro Corá";-;-;1;2;6;11;9;13;3;1;-;-;46
"240300 Cruzeta";3;1;-;-;-;1;1;-;-;-;-;-;6
"240310 Currais Novos";25;76;121;104;120;61;70;63;72;78;59;60;909
"240320 Doutor Severiano";-;-;-;-;-;-;-;-;-;-;2;1;3
"240340 Equador";-;-;-;-;-;1;1;-;1;-;-;-;3
"240350 Espírito Santo";-;-;-;-;-;-;3;2;-;-;-;-;5
"240360 Extremoz";1;3;13;43;72;59;45;14;6;-;-;-;256
"240375 Fernando Pedroza";-;2;1;1;3;4;2;15;9;2;16;1;56
"240380 Florânia";1;1;-;4;12;5;2;4;-;-;-;1;30
"240410 Galinhos";-;-;-;6;21;3;-;-;2;-;-;-;32
"240420 Goianinha";-;-;-;-;5;25;14;36;8;2;-;-;90
"240430 Governador Dix-Sept Rosado";-;-;-;-;-;2;-;2;-;-;1;-;5
"240440 Grossos";-;-;-;-;-;1;-;-;-;-;-;-;1
"240450 Guamaré";-;-;2;4;13;11;14;3;8;5;-;-;60
"240460 Ielmo Marinho";-;-;-;-;-;3;-;-;-;-;-;-;3
"240470 Ipanguaçu";-;-;-;-;-;2;23;2;-;-;-;-;27
"240480 Ipueira";-;-;-;-;-;-;-;-;1;-;-;-;1
"240485 Itajá";-;-;-;-;-;-;-;4;-;-;-;-;4
"240500 Jaçanã";-;1;1;-;-;1;1;1;-;-;2;-;7
"240510 Jandaíra";-;-;-;1;34;12;13;14;11;1;1;1;88
"240530 Januário Cicco";-;-;-;1;-;-;-;1;-;-;-;2;4
"240540 Japi";-;-;-;-;1;-;-;3;-;-;-;-;4
"240550 Jardim de Angicos";-;2;-;9;30;3;6;2;4;2;1;-;59
"240560 Jardim de Piranhas";-;-;1;2;4;1;3;14;19;14;4;1;63
"240570 Jardim do Seridó";1;-;1;2;7;13;27;10;6;-;1;-;68
"240580 João Câmara";2;3;20;143;52;39;51;24;9;4;1;2;350
"240600 José da Penha";-;-;-;5;4;10;2;-;-;-;-;-;21
"240610 Jucurutu";42;7;-;9;11;43;5;3;1;-;-;-;121
"240615 Jundiá";-;-;-;-;-;1;2;1;-;-;-;-;4
"240620 Lagoa d'Anta";-;-;-;-;-;-;-;1;-;-;-;-;1
"240630 Lagoa de Pedras";-;-;-;-;3;17;3;-;-;-;-;-;23
"240640 Lagoa de Velhos";-;-;-;2;3;5;4;34;38;4;-;-;90
"240650 Lagoa Nova";-;-;1;12;21;12;21;8;4;2;3;8;92
"240660 Lagoa Salgada";-;-;-;-;-;-;-;2;-;-;-;-;2
"240670 Lajes";1;-;-;8;20;8;23;4;3;1;-;-;68
"240680 Lajes Pintadas";-;-;-;1;9;-;2;1;3;-;-;1;17
"240700 Luís Gomes";-;-;-;-;-;-;1;-;-;-;-;-;1
"240710 Macaíba";10;3;25;34;55;34;27;9;1;1;1;-;200
"240720 Macau";-;-;1;-;-;1;40;3;2;-;1;1;49
"240725 Major Sales";-;-;-;-;1;4;2;-;-;-;-;-;7
"240730 Marcelino Vieira";-;-;1;10;3;-;-;-;-;-;-;-;14
"240750 Maxaranguape";-;23;13;7;-;-;1;-;-;-;-;-;44
"240770 Montanhas";-;-;2;-;1;-;-;1;-;-;1;-;5
"240780 Monte Alegre";-;-;-;1;1;-;-;-;-;-;-;-;2
"240800 Mossoró";-;1;6;218;327;141;274;249;99;29;25;35;1404
"240810 Natal";189;461;1277;2860;2927;2282;1575;1134;804;574;549;310;14942
"240820 Nísia Floresta";-;-;3;2;7;5;2;3;2;-;-;-;24
"240830 Nova Cruz";-;-;-;2;16;7;1;6;19;4;-;2;57
"240850 Ouro Branco";-;-;-;-;4;9;17;24;-;-;-;-;54
"240860 Paraná";-;-;-;-;-;-;1;-;-;-;-;-;1
"240880 Parazinho";-;-;2;11;27;14;20;44;12;5;2;2;139
"240890 Parelhas";-;-;-;-;3;10;21;5;-;-;-;-;39
"240325 Parnamirim";2;2;1;2;11;11;19;11;3;2;1;-;65
"240910 Passa e Fica";-;3;15;1;2;12;9;1;-;-;-;-;43
"240920 Passagem";-;-;-;1;-;-;-;-;-;-;-;-;1
"240930 Patu";-;-;-;-;-;-;-;-;1;-;-;-;1
"240940 Pau dos Ferros";1;2;-;2;1;5;6;7;1;3;3;1;32
"240950 Pedra Grande";-;4;22;35;14;5;1;1;-;-;-;-;82
"240960 Pedra Preta";-;-;4;16;1;1;2;-;-;-;-;-;24
"240970 Pedro Avelino";-;-;4;4;6;-;1;1;2;1;-;-;19
"240980 Pedro Velho";-;-;-;-;-;-;2;-;1;-;-;-;3
"240990 Pendências";-;-;-;1;1;-;-;-;-;-;-;-;2
"241000 Pilões";-;-;-;-;1;-;2;14;2;-;-;-;19
"241010 Poço Branco";-;-;-;6;6;5;1;-;-;-;-;-;18
"241025 Porto do Mangue";-;-;-;-;-;-;4;-;-;-;-;-;4
"241040 Pureza";1;1;14;47;51;23;14;4;-;1;-;-;156
"241050 Rafael Fernandes";-;1;-;-;1;2;3;-;-;1;-;1;9
"241070 Riacho da Cruz";-;-;-;-;-;-;-;17;14;-;-;-;31
"241080 Riacho de Santana";-;-;-;-;-;-;-;5;-;-;-;-;5
"241090 Riachuelo";-;-;-;2;15;31;17;4;-;-;-;-;69
"240895 Rio do Fogo";-;-;-;-;31;4;1;2;-;-;-;-;38
"241110 Ruy Barbosa";-;-;-;1;9;10;2;1;-;-;-;-;23
"241120 Santa Cruz";1;-;-;12;8;39;79;28;5;8;7;8;195
"240933 Santa Maria";3;1;-;1;8;5;1;1;-;-;-;-;20
"241140 Santana do Matos";2;3;9;16;22;5;3;3;6;1;-;-;70
"241142 Santana do Seridó";-;-;-;-;-;1;-;-;-;-;-;-;1
"241150 Santo Antônio";-;3;5;17;22;10;10;6;-;4;2;-;79
"241160 São Bento do Norte";-;-;-;36;13;2;6;4;-;-;-;-;61
"241170 São Bento do Trairí";-;-;-;7;3;1;9;4;1;-;-;-;25
"241180 São Fernando";-;-;-;1;2;82;31;5;7;8;1;-;137
"241200 São Gonçalo do Amarante";1;1;5;7;23;18;7;6;1;3;2;3;77
"241220 São José de Mipibu";1;2;20;31;37;18;34;46;18;6;7;2;222
"241230 São José do Campestre";-;-;1;2;-;68;79;31;3;1;-;-;185
"241240 São José do Seridó";-;-;-;-;-;-;-;-;-;-;-;2;2
"241255 São Miguel do Gostoso";-;-;2;1;21;12;10;1;-;1;1;-;49
"241260 São Paulo do Potengi";1;-;6;2;9;8;9;2;-;1;-;-;38
"241280 São Rafael";-;-;-;-;7;2;-;-;-;-;-;-;9
"241290 São Tomé";-;-;2;-;3;6;17;5;3;-;1;-;37
"241300 São Vicente";1;6;24;27;13;5;2;1;-;-;-;-;79
"241310 Senador Elói de Souza";-;-;-;-;-;-;3;1;-;-;-;-;4
"241030 Serra Caiada";1;-;-;-;5;9;2;-;-;-;-;-;17
"241335 Serra do Mel";-;-;-;-;1;-;-;2;-;-;-;-;3
"241340 Serra Negra do Norte";-;-;1;-;1;-;1;-;-;-;1;-;4
"241350 Serrinha";-;-;1;-;2;5;5;-;-;-;-;-;13
"241370 Sítio Novo";1;-;-;-;1;1;-;1;-;-;-;-;4
"241380 Taboleiro Grande";-;-;-;-;-;1;-;-;-;-;-;-;1
"241390 Taipu";-;-;-;11;23;7;9;3;-;-;-;-;53
"241400 Tangará";1;-;-;2;13;30;9;-;-;-;-;-;55
"241410 Tenente Ananias";-;-;-;1;-;-;3;1;-;-;-;-;5
"241415 Tenente Laurentino Cruz";-;-;1;11;13;45;8;15;3;1;10;32;139
"241105 Tibau";-;-;-;-;-;-;4;17;11;1;-;-;33
"241420 Tibau do Sul";-;1;2;2;-;5;3;-;-;-;-;-;13
"241430 Timbaúba dos Batistas";-;-;-;1;5;2;1;-;-;-;1;-;10
"241440 Touros";-;-;-;-;2;13;29;7;1;-;1;-;53
"241445 Triunfo Potiguar";-;-;-;1;-;-;11;1;-;-;-;-;13
"241450 Umarizal";-;-;1;-;-;-;-;-;-;-;-;-;1
"241470 Várzea";-;-;1;1;20;76;12;1;-;-;-;-;111
"241480 Vera Cruz";-;-;-;-;2;7;8;2;-;1;-;-;20
"250010 Água Branca";-;-;-;3;18;15;11;7;5;3;-;1;63
"250020 Aguiar";-;-;-;-;4;6;-;-;-;-;-;-;10
"250030 Alagoa Grande";4;2;1;4;1;2;1;4;2;1;-;-;22
"250040 Alagoa Nova";1;-;-;-;-;-;6;11;12;1;2;2;35
"250050 Alagoinha";-;-;-;-;-;-;-;11;1;-;-;-;12
"250053 Alcantil";-;-;4;3;-;5;3;-;-;-;-;-;15
"250057 Algodão de Jandaíra";-;-;-;-;1;-;1;-;-;-;-;-;2
"250077 Aparecida";-;-;16;23;25;4;1;-;-;-;-;1;70
"250100 Araruna";-;-;-;3;5;2;2;-;-;-;-;-;12
"250110 Areia";1;-;1;-;7;10;6;6;4;5;10;1;51
"250115 Areia de Baraúnas";-;-;-;1;-;-;-;1;1;-;-;-;3
"250120 Areial";-;-;-;-;1;-;-;-;-;-;-;-;1
"250130 Aroeiras";1;3;-;13;53;42;2;1;-;1;-;-;116
"250135 Assunção";3;-;-;3;41;-;2;-;-;-;-;-;49
"250140 Baía da Traição";-;-;-;-;1;-;-;-;-;-;1;-;2
"250153 Baraúna";-;-;1;21;118;83;10;-;-;-;-;-;233
"250160 Barra de Santa Rosa";-;-;-;1;13;21;9;5;-;-;-;-;49
"250157 Barra de Santana";-;-;1;2;15;25;16;5;1;-;1;-;66
"250170 Barra de São Miguel";-;-;-;-;-;-;1;1;-;-;-;-;2
"250180 Bayeux";-;-;-;-;-;-;5;6;1;2;-;-;14
"250190 Belém";-;-;-;-;-;-;2;-;-;-;-;1;3
"250205 Bernardino Batista";-;1;-;-;1;-;1;1;-;-;-;-;4
"250215 Boa Vista";4;7;1;-;1;1;12;9;1;-;2;-;38
"250230 Bom Sucesso";-;-;-;1;2;-;-;-;-;-;1;-;4
"250240 Bonito de Santa Fé";-;7;22;4;23;1;-;-;-;-;-;-;57
"250250 Boqueirão";5;6;31;15;15;9;8;1;2;4;2;1;99
"250280 Brejo do Cruz";-;-;-;-;-;-;1;-;-;-;-;-;1
"250290 Brejo dos Santos";-;-;-;-;-;-;1;4;1;-;1;-;7
"250300 Caaporã";3;-;1;-;-;-;-;-;-;-;1;-;5
"250310 Cabaceiras";11;3;46;32;2;2;-;-;-;-;-;-;96
"250320 Cabedelo";1;-;-;-;7;14;10;9;4;4;4;1;54
"250330 Cachoeira dos Índios";-;-;-;-;1;-;-;-;-;-;-;-;1
"250350 Cacimba de Dentro";-;-;-;-;1;-;1;-;-;-;-;-;2
"250355 Cacimbas";-;-;-;-;-;-;-;-;1;-;1;-;2
"250370 Cajazeiras";1;1;3;27;28;31;12;17;3;-;2;2;127
"250400 Campina Grande";13;30;38;65;179;270;165;70;17;6;8;7;868
"250415 Casserengue";-;-;-;-;-;-;2;2;1;-;-;-;5
"250420 Catingueira";-;-;-;-;-;-;-;1;-;-;-;-;1
"250430 Catolé do Rocha";1;-;1;3;8;12;28;16;7;5;4;1;86
"250435 Caturité";-;-;8;7;19;36;11;-;-;-;-;-;81
"250450 Condado";-;-;-;-;1;5;-;-;1;-;-;-;7
"250470 Congo";-;-;-;-;-;1;1;-;-;-;-;-;2
"250480 Coremas";-;-;2;549;379;124;28;3;-;-;-;-;1085
"250500 Cubati";-;-;-;-;2;7;17;18;1;-;-;-;45
"250510 Cuité";-;-;1;5;39;31;9;8;1;-;1;-;95
"250520 Cuitegi";-;-;-;-;-;2;-;-;-;-;-;-;2
"250527 Curral de Cima";-;-;-;-;-;-;1;-;-;-;-;-;1
"250570 Dona Inês";-;-;-;-;2;-;-;-;2;-;-;-;4
"250600 Esperança";1;-;-;-;-;-;-;-;1;-;2;-;4
"250625 Gado Bravo";-;-;1;2;3;-;-;2;-;-;-;-;8
"250630 Guarabira";-;-;-;1;2;1;9;3;-;-;-;-;16
"250650 Gurjão";-;-;-;-;-;-;3;4;-;-;-;-;7
"250670 Imaculada";2;1;10;1;-;1;-;-;-;-;-;-;15
"250680 Ingá";-;-;10;-;6;-;4;1;-;-;-;-;21
"250690 Itabaiana";1;1;-;-;4;20;11;8;-;2;-;-;47
"250700 Itaporanga";-;-;1;-;1;-;-;-;-;-;-;-;2
"250740 Jericó";-;-;-;-;6;4;5;-;3;-;2;-;20
"250750 João Pessoa";228;122;140;336;543;425;348;380;191;243;188;196;3340
"251365 Joca Claudino";-;-;-;1;1;4;3;12;-;-;-;-;21
"250760 Juarez Távora";-;-;-;-;-;17;4;-;-;-;-;-;21
"250770 Juazeirinho";-;14;30;85;97;18;9;5;2;-;-;-;260
"250780 Junco do Seridó";-;-;4;6;8;12;1;-;-;-;-;-;31
"250790 Juripiranga";-;-;-;1;-;-;-;-;-;-;-;-;1
"250800 Juru";-;2;-;-;-;3;4;2;6;1;2;-;20
"250810 Lagoa";-;-;-;-;3;-;5;2;4;7;4;-;25
"250830 Lagoa Seca";-;-;-;-;-;8;-;8;-;-;-;-;16
"250840 Lastro";27;41;2;3;-;8;26;12;-;-;-;-;119
"250855 Logradouro";-;-;-;-;-;-;-;1;-;-;1;-;2
"250860 Lucena";-;-;-;-;-;3;-;2;-;-;1;-;6
"250890 Mamanguape";-;-;-;-;-;-;-;-;-;1;-;-;1
"250900 Manaíra";-;-;1;1;-;2;1;-;-;-;-;-;5
"250910 Mari";-;-;-;-;1;-;2;3;-;1;-;-;7
"250915 Marizópolis";-;-;-;25;3;1;-;-;-;-;-;-;29
"250930 Mataraca";-;-;-;1;-;-;-;-;-;-;-;-;1
"250933 Matinhas";-;3;2;-;-;-;-;-;-;-;-;-;5
"250939 Maturéia";-;-;-;-;-;-;-;1;-;-;-;-;1
"250950 Montadas";-;-;-;-;2;-;1;1;-;-;-;-;4
"250970 Monteiro";-;2;-;-;1;-;-;-;2;4;8;5;22
"250990 Natuba";-;-;-;116;55;1;9;4;2;-;-;-;187
"251000 Nazarezinho";-;-;-;-;-;-;11;14;-;14;-;-;39
"251010 Nova Floresta";-;-;-;-;-;6;7;7;-;-;-;-;20
"251030 Nova Palmeira";-;-;-;-;-;1;2;-;-;-;-;-;3
"251040 Olho d'Água";-;-;-;-;-;1;3;-;-;-;1;-;5
"251050 Olivedos";-;-;-;1;2;3;3;3;-;-;-;-;12
"251065 Parari";-;-;-;-;-;2;5;4;1;-;-;-;12
"251070 Passagem";-;-;-;-;-;-;-;-;1;-;-;-;1
"251080 Patos";-;1;-;7;11;2;6;8;4;-;-;-;39
"251110 Pedra Lavrada";-;-;-;4;13;40;18;20;6;-;1;-;102
"251272 Pedro Régis";-;-;-;-;-;-;-;-;-;-;2;-;2
"251130 Piancó";1;-;-;-;1;1;6;6;1;1;-;-;17
"251140 Picuí";2;7;13;43;53;49;17;8;1;1;-;1;195
"251150 Pilar";-;-;-;-;-;-;-;3;-;-;-;-;3
"251200 Pocinhos";1;2;5;4;7;4;-;1;1;1;-;-;26
"251207 Poço de José de Moura";-;-;-;1;1;-;-;-;-;-;-;-;2
"251210 Pombal";-;1;-;-;3;11;7;11;-;-;-;-;33
"251230 Princesa Isabel";-;2;3;9;47;61;7;-;5;3;1;-;138
"251240 Puxinanã";-;-;-;-;-;-;-;-;-;-;-;1;1
"251250 Queimadas";17;36;32;30;31;17;27;15;1;2;-;-;208
"251270 Remígio";-;-;-;-;-;-;6;-;-;1;5;2;14
"251276 Riachão do Poço";-;-;-;-;-;-;-;-;2;-;-;-;2
"251280 Riacho dos Cavalos";-;-;-;1;-;-;-;1;-;-;-;-;2
"251310 Salgado de São Félix";-;-;-;-;-;1;-;-;-;-;-;-;1
"251315 Santa Cecília";-;-;11;4;5;-;6;-;-;-;-;-;26
"251320 Santa Cruz";-;1;3;3;10;7;4;-;-;-;-;2;30
"251330 Santa Helena";-;-;-;1;-;-;-;-;-;1;-;-;2
"251335 Santa Inês";-;-;-;-;21;-;-;-;-;-;-;-;21
"251340 Santa Luzia";-;1;2;4;6;23;28;6;4;6;1;1;82
"251370 Santa Rita";9;9;12;27;54;28;12;10;5;2;-;7;175
"251380 Santa Teresinha";-;-;-;1;2;-;-;3;-;-;-;-;6
"251390 São Bento";-;1;1;-;-;-;6;9;1;-;-;-;18
"251396 São Domingos";-;-;-;-;55;68;-;-;-;-;-;-;123
"251394 São Domingos do Cariri";-;-;1;-;-;2;-;-;-;-;-;-;3
"251398 São Francisco";6;14;5;12;9;4;-;-;1;-;-;1;52
"251400 São João do Cariri";-;-;-;-;-;-;4;-;1;1;-;-;6
"250070 São João do Rio do Peixe";-;-;-;6;5;4;1;-;-;-;-;-;16
"251410 São João do Tigre";1;-;-;-;-;1;-;-;3;-;-;-;5
"251420 São José da Lagoa Tapada";-;-;-;9;16;4;-;2;-;-;-;-;31
"251440 São José de Espinharas";-;-;-;-;-;-;1;1;-;1;-;-;3
"251450 São José de Piranhas";-;-;-;3;1;5;5;-;1;-;-;-;15
"251455 São José de Princesa";-;-;-;-;-;-;-;1;-;-;-;-;1
"251470 São José do Sabugi";2;1;-;1;-;2;6;6;6;-;4;-;28
"251445 São José dos Ramos";-;-;-;-;-;-;2;-;-;-;-;-;2
"251490 São Mamede";-;-;-;-;-;-;2;-;-;1;-;-;3
"251510 São Sebastião de Lagoa de Roça";-;-;-;1;1;4;1;1;-;1;-;-;9
"251520 São Sebastião do Umbuzeiro";-;-;-;-;-;-;-;-;-;-;-;1;1
"251540 São Vicente do Seridó";-;-;-;4;14;2;4;6;1;1;-;-;32
"251530 Sapé";-;-;-;-;2;-;-;-;1;-;-;-;3
"251550 Serra Branca";-;-;-;-;11;3;-;5;-;2;-;-;21
"251560 Serra da Raiz";-;-;-;-;-;-;-;-;-;1;-;-;1
"251570 Serra Grande";-;-;-;-;3;2;-;-;-;-;-;-;5
"251610 Soledade";1;1;1;1;2;3;7;-;2;-;-;-;18
"251615 Sossêgo";2;14;34;74;11;1;4;-;-;-;-;-;140
"251620 Sousa";2;30;81;349;535;167;52;11;4;1;2;2;1236
"251630 Sumé";-;-;-;-;-;2;8;1;-;-;-;-;11
"251640 Tacima";-;-;-;-;1;-;-;-;-;-;-;-;1
"251670 Teixeira";-;-;-;-;-;-;1;4;-;1;-;-;6
"251690 Uiraúna";-;-;-;4;32;35;9;-;-;-;3;-;83
"251700 Umbuzeiro";1;1;4;6;-;-;-;-;-;-;-;-;12
"251720 Vieirópolis";-;-;-;2;1;13;11;-;3;-;-;-;30
"260005 Abreu e Lima";-;-;-;-;-;-;-;-;-;-;2;8;10
"260010 Afogados da Ingazeira";-;4;2;6;30;75;131;91;61;33;15;38;486
"260020 Afrânio";1;-;-;-;-;-;-;-;-;-;-;-;1
"260030 Agrestina";-;-;-;2;-;-;-;-;-;-;-;-;2
"260040 Água Preta";-;1;1;3;1;1;-;-;-;-;-;-;7
"260050 Águas Belas";-;-;1;1;-;-;-;-;-;-;-;-;2
"260060 Alagoinha";-;-;-;-;-;-;-;-;-;-;-;1;1
"260080 Altinho";1;-;1;-;-;-;-;-;1;-;-;-;3
"260090 Amaraji";-;-;13;8;-;9;1;5;4;-;-;-;40
"260110 Araripina";-;-;-;-;-;-;1;1;-;-;-;-;2
"260120 Arcoverde";-;-;2;6;24;18;3;1;-;-;1;2;57
"260130 Barra de Guabiraba";7;-;-;2;5;3;9;4;-;-;-;-;30
"260140 Barreiros";-;-;2;-;-;-;1;-;-;9;2;-;14
"260160 Belém do São Francisco";-;-;-;-;-;2;-;-;-;-;-;-;2
"260170 Belo Jardim";26;23;22;1;1;-;1;5;7;20;26;31;163
"260180 Betânia";-;-;-;-;-;-;-;-;-;1;1;-;2
"260190 Bezerros";9;15;13;22;10;4;-;-;1;-;-;-;74
"260200 Bodocó";-;-;1;2;-;-;2;1;-;-;-;-;6
"260210 Bom Conselho";-;1;-;-;-;-;-;-;-;-;-;-;1
"260220 Bom Jardim";-;5;54;18;13;3;-;-;-;-;-;-;93
"260230 Bonito";1;1;-;1;3;11;16;-;3;2;4;1;43
"260250 Brejinho";-;-;-;-;-;-;-;-;-;-;1;-;1
"260260 Brejo da Madre de Deus";1;4;2;6;21;5;1;1;2;3;-;2;48
"260270 Buenos Aires";-;-;-;-;1;-;-;-;-;-;-;-;1
"260280 Buíque";-;-;2;5;2;-;-;-;-;-;-;-;9
"260290 Cabo de Santo Agostinho";48;41;57;252;210;124;106;147;84;100;120;126;1415
"260300 Cabrobó";-;-;-;-;-;-;-;1;-;-;-;-;1
"260310 Cachoeirinha";-;-;2;-;-;-;-;-;-;-;-;-;2
"260320 Caetés";3;4;60;231;69;40;6;-;-;-;-;-;413
"260330 Calçado";-;-;-;-;-;-;1;-;1;-;-;-;2
"260345 Camaragibe";1;-;3;2;23;38;24;37;7;11;11;9;166
"260350 Camocim de São Félix";-;-;-;2;-;-;-;-;3;1;-;-;6
"260360 Camutanga";-;-;-;-;-;-;-;-;-;-;-;1;1
"260370 Canhotinho";-;-;2;1;-;-;2;1;-;-;-;-;6
"260380 Capoeiras";-;-;-;2;4;2;-;-;-;-;-;-;8
"260390 Carnaíba";-;-;-;1;-;1;-;30;19;12;-;9;72
"260392 Carnaubeira da Penha";-;-;-;-;-;-;-;-;-;1;-;-;1
"260400 Carpina";18;4;11;15;-;2;5;7;3;-;-;-;65
"260410 Caruaru";7;19;23;43;60;33;24;29;16;10;6;3;273
"260415 Casinhas";-;-;3;1;-;2;1;5;-;-;-;-;12
"260420 Catende";-;-;-;-;-;-;-;-;1;-;-;-;1
"260430 Cedro";-;-;-;-;-;1;-;-;1;1;1;-;4
"260440 Chã de Alegria";-;3;-;1;1;-;-;1;-;-;-;-;6
"260450 Chã Grande";-;-;-;8;-;-;-;-;-;-;-;-;8
"260470 Correntes";-;2;-;-;-;-;-;-;-;-;-;-;2
"260480 Cortês";-;-;-;-;2;1;4;-;-;-;-;-;7
"260490 Cumaru";-;-;2;4;17;3;1;1;2;-;-;-;30
"260510 Custódia";1;-;-;-;1;-;-;3;-;1;-;-;6
"260515 Dormentes";-;-;-;1;-;1;-;1;-;-;-;-;3
"260520 Escada";12;11;50;167;43;16;13;3;1;-;2;1;319
"260530 Exu";-;1;1;1;1;-;-;-;-;-;-;-;4
