"Município de notificação";"Jan";"Fev";"Mar";"Abr";"Mai";"Jun";"Jul";"Ago";"Set";"Out";"Nov";"Dez";"Total"
"250057 Algodão de Jandaíra";-;-;-;2;-;-;-;-;-;-;-;-;2
"250060 Alhandra";25;80;129;26;15;3;49;26;16;9;8;7;393
"250073 Amparo";1;27;18;-;-;-;-;-;-;-;-;-;46
"250077 Aparecida";-;5;12;44;-;-;-;-;-;-;-;-;61
"250090 Arara";11;197;1;-;-;-;-;-;-;-;-;-;209
"250100 Araruna";-;-;22;-;-;-;-;-;-;-;-;-;22
"250110 Areia";-;2;177;74;15;8;8;2;-;-;-;-;286
"250115 Areia de Baraúnas";-;3;-;-;-;-;-;-;-;-;-;-;3
"250120 Areial";-;3;1;1;1;-;-;-;-;-;-;-;6
"250130 Aroeiras";228;292;143;14;2;-;-;-;-;-;-;-;679
"250135 Assunção";-;-;3;-;3;1;2;-;2;-;-;-;11
"250140 Baía da Traição";-;3;-;-;-;-;-;-;-;-;-;-;3
"250150 Bananeiras";4;8;8;6;2;5;-;1;-;-;-;-;34
"250153 Baraúna";4;2;5;1;1;-;1;-;-;-;-;-;14
"250160 Barra de Santa Rosa";1;4;13;11;7;15;4;-;-;-;-;-;55
"250157 Barra de Santana";1;12;13;-;-;-;-;-;-;-;-;-;26
"250170 Barra de São Miguel";8;-;-;-;-;-;-;1;-;-;-;-;9
"250180 Bayeux";-;13;17;55;10;4;-;-;2;-;-;-;101
"250190 Belém";2;3;85;202;127;4;-;-;-;-;-;-;423
"250200 Belém do Brejo do Cruz";-;12;56;15;1;-;-;-;-;-;-;-;84
"250205 Bernardino Batista";-;-;-;-;4;2;-;-;-;-;-;-;6
"250210 Boa Ventura";-;1;5;-;-;-;-;-;-;-;-;-;6
"250215 Boa Vista";-;9;22;10;7;-;2;-;-;-;-;-;50
"250220 Bom Jesus";-;-;4;-;1;-;-;-;1;-;-;1;7
"250230 Bom Sucesso";-;-;3;1;-;1;-;-;-;-;-;-;5
"250240 Bonito de Santa Fé";-;-;-;-;4;1;1;4;-;-;-;-;10
"250250 Boqueirão";12;25;9;7;1;-;-;-;-;-;-;-;54
"250270 Borborema";-;57;1;-;-;-;-;-;-;-;-;-;58
"250280 Brejo do Cruz";1;64;133;23;3;-;-;-;-;-;-;-;224
"250290 Brejo dos Santos";1;4;10;90;68;2;9;-;-;-;-;-;184
"250300 Caaporã";2;7;8;14;-;-;-;-;-;-;-;-;31
"250310 Cabaceiras";19;45;47;1;-;-;-;-;-;-;-;-;112
"250320 Cabedelo";5;7;13;66;10;1;9;2;-;-;-;-;113
"250340 Cacimba de Areia";-;-;1;-;-;-;-;-;-;-;-;-;1
"250350 Cacimba de Dentro";1;-;-;-;-;-;-;-;-;-;-;-;1
"250355 Cacimbas";-;2;15;6;-;-;1;-;-;-;-;-;24
"250360 Caiçara";-;-;1;6;1;-;-;-;-;-;-;-;8
"250370 Cajazeiras";43;205;503;319;236;80;84;56;7;-;1;-;1534
"250375 Cajazeirinhas";-;-;-;2;-;-;-;-;-;-;-;-;2
"250380 Caldas Brandão";-;2;4;4;-;-;-;-;-;-;-;-;10
"250390 Camalaú";11;-;-;-;-;-;-;-;-;-;-;-;11
"250400 Campina Grande";7;28;39;84;93;80;39;2;6;1;-;-;379
"250407 Caraúbas";45;7;18;6;5;-;-;-;-;-;-;-;81
"250415 Casserengue";-;129;105;1;2;-;-;-;-;-;-;-;237
"250420 Catingueira";-;1;1;-;-;-;1;1;-;-;-;-;4
"250430 Catolé do Rocha";11;55;413;100;29;9;4;-;-;-;-;-;621
"250435 Caturité";-;6;1;-;-;-;1;2;1;-;2;-;13
"250440 Conceição";-;-;170;604;-;-;-;-;-;-;-;-;774
"250450 Condado";1;283;24;-;-;-;-;-;-;-;-;-;308
"250460 Conde";-;6;64;21;17;10;4;1;1;-;-;-;124
"250480 Coremas";2;3;19;6;1;1;-;1;-;-;-;-;33
"250485 Coxixola";4;2;1;6;-;-;-;-;1;-;-;-;14
"250490 Cruz do Espírito Santo";4;11;55;12;27;37;28;3;-;-;-;-;177
"250500 Cubati";-;2;3;1;4;1;-;-;-;-;-;-;11
"250510 Cuité";2;10;22;43;19;9;3;-;1;-;-;-;109
"250523 Cuité de Mamanguape";-;-;8;5;-;-;-;4;-;-;-;-;17
"250527 Curral de Cima";-;-;1;-;-;-;5;1;-;-;-;-;7
"250530 Curral Velho";-;-;-;2;-;-;-;-;-;-;-;-;2
"250535 Damião";-;-;4;4;-;-;-;-;-;-;-;-;8
"250540 Desterro";-;-;4;1;-;-;-;-;-;-;-;-;5
"250560 Diamante";-;-;3;-;-;-;-;-;-;-;-;-;3
"250570 Dona Inês";4;6;57;390;544;87;39;2;1;-;-;-;1130
"250580 Duas Estradas";-;3;22;15;-;-;-;-;-;-;-;-;40
"250590 Emas";-;2;-;-;-;-;-;-;-;-;-;-;2
"250600 Esperança";2;138;55;19;5;-;-;1;-;1;-;-;221
"250610 Fagundes";-;2;10;-;-;-;-;-;-;-;-;-;12
"250620 Frei Martinho";-;4;15;5;2;1;-;-;-;-;-;-;27
"250625 Gado Bravo";-;1;-;-;-;-;-;-;-;-;-;-;1
"250630 Guarabira";3;47;114;164;133;97;29;5;2;-;1;1;596
"250640 Gurinhém";-;2;14;4;1;3;1;-;-;-;-;-;25
"250650 Gurjão";1;13;65;9;-;-;-;-;-;-;-;-;88
"250260 Igaracy";-;1;-;-;-;-;-;-;-;-;-;-;1
"250670 Imaculada";1;6;9;2;-;-;1;-;-;-;-;-;19
"250680 Ingá";3;10;21;4;-;-;-;-;-;-;-;-;38
"250690 Itabaiana";5;72;-;75;15;4;-;-;66;230;51;-;518
"250700 Itaporanga";404;239;612;45;37;11;-;-;-;-;-;-;1348
"250710 Itapororoca";-;1;-;-;-;-;-;-;-;-;-;-;1
"250720 Itatuba";-;15;20;-;-;-;1;-;-;-;-;-;36
"250730 Jacaraú";-;-;-;-;-;1;2;1;3;-;-;-;7
"250740 Jericó";1;3;8;16;6;11;1;2;-;-;-;-;48
"250750 João Pessoa";141;608;1101;1411;1616;1273;481;170;76;60;50;50;7037
"251365 Joca Claudino";-;-;1;3;2;-;-;-;-;-;-;-;6
"250760 Juarez Távora";-;16;79;7;-;-;-;-;-;-;-;-;102
"250770 Juazeirinho";7;16;81;118;17;6;-;-;-;-;-;-;245
"250780 Junco do Seridó";-;6;97;62;6;-;-;-;-;-;-;-;171
"250790 Juripiranga";134;70;76;13;-;-;-;-;-;-;-;-;293
"250800 Juru";-;36;43;13;1;3;1;2;-;-;-;-;99
"250810 Lagoa";-;-;-;1;1;-;-;-;-;-;-;-;2
"250820 Lagoa de Dentro";-;1;21;3;1;-;-;-;-;-;-;-;26
"250830 Lagoa Seca";-;2;2;-;8;5;1;1;-;-;-;-;19
"250860 Lucena";-;-;2;7;1;25;8;2;-;-;-;-;45
"250870 Mãe d'Água";-;11;27;45;4;-;-;-;-;-;-;-;87
"250880 Malta";255;3;1;-;-;-;1;-;-;-;-;-;260
"250890 Mamanguape";-;9;13;49;19;4;-;-;-;-;-;1;95
"250900 Manaíra";87;3;2;1;2;-;-;-;-;-;-;-;95
"250905 Marcação";1;1;1;-;-;-;-;-;-;-;-;-;3
"250910 Mari";-;1;5;3;-;-;1;-;-;-;-;-;10
"250915 Marizópolis";-;-;3;14;1;-;-;-;-;-;-;-;18
"250920 Massaranduba";3;3;19;3;-;-;-;-;-;-;-;-;28
"250930 Mataraca";1;-;1;-;1;-;-;-;-;-;-;-;3
"250937 Mato Grosso";-;-;-;1;-;-;-;-;-;-;-;-;1
"250939 Maturéia";7;31;3;5;5;-;-;-;-;-;-;-;51
"250940 Mogeiro";4;304;443;120;1;-;-;-;-;-;-;-;872
"250950 Montadas";3;-;1;-;-;-;2;-;-;-;-;-;6
"250960 Monte Horebe";-;-;-;39;78;478;263;-;-;-;-;-;858
"250970 Monteiro";1041;287;19;6;-;-;1;1;-;1;-;-;1356
"250990 Natuba";2;8;6;-;-;-;1;-;-;-;-;-;17
"251000 Nazarezinho";1;1;-;1;-;-;-;1;-;-;-;-;4
"251010 Nova Floresta";-;1;2;1;2;2;3;-;-;-;-;-;11
"251030 Nova Palmeira";-;10;10;5;5;2;1;-;-;-;-;-;33
"251050 Olivedos";-;-;5;-;-;-;1;-;-;-;-;-;6
"251065 Parari";2;1;7;-;2;4;2;1;-;-;-;-;19
"251070 Passagem";-;1;8;4;-;-;-;-;-;-;-;-;13
"251080 Patos";194;286;111;5;-;-;4;1;-;-;-;1;602
"251090 Paulista";1;5;39;125;1;-;-;-;-;-;-;-;171
"251110 Pedra Lavrada";7;6;5;39;3;-;-;-;-;-;1;-;61
"251120 Pedras de Fogo";1;6;18;-;-;-;-;-;-;-;-;-;25
"251272 Pedro Régis";-;1;-;-;-;-;-;-;-;-;-;-;1
"251130 Piancó";8;113;603;24;8;2;-;-;-;3;1;1;763
"251140 Picuí";14;25;48;182;147;51;2;3;2;-;-;-;474
"251150 Pilar";4;74;61;2;-;1;1;3;-;-;-;-;146
"251160 Pilões";-;9;9;-;-;-;-;-;-;-;-;-;18
"251170 Pilõezinhos";-;-;-;4;15;-;-;-;-;-;-;-;19
"251180 Pirpirituba";1;3;15;18;1;-;-;-;-;-;-;-;38
"251190 Pitimbu";-;-;-;-;-;1;-;-;-;-;-;-;1
"251200 Pocinhos";42;62;8;9;5;6;3;2;-;-;-;-;137
"251203 Poço Dantas";-;-;-;2;-;-;-;-;-;-;-;-;2
"251207 Poço de José de Moura";-;-;-;8;5;-;1;-;-;-;-;-;14
"251210 Pombal";1;1;29;17;5;-;1;-;-;-;-;-;54
"251220 Prata";65;13;-;-;-;-;-;-;-;-;-;-;78
"251230 Princesa Isabel";263;645;573;205;15;9;6;-;1;4;-;2;1723
"251240 Puxinanã";-;1;15;-;-;-;-;-;-;-;-;-;16
"251250 Queimadas";3;3;7;22;24;26;16;4;3;-;1;-;109
"251260 Quixabá";-;1;1;-;-;-;-;-;-;-;-;-;2
"251270 Remígio";-;6;132;27;2;-;-;-;-;-;-;-;167
"251274 Riachão";-;4;20;54;-;-;-;-;-;-;-;-;78
"251275 Riachão do Bacamarte";-;-;1;-;-;-;-;-;-;-;-;-;1
"251276 Riachão do Poço";-;-;1;-;-;-;-;-;-;-;-;-;1
"251278 Riacho de Santo Antônio";-;7;-;-;-;-;-;-;-;-;-;-;7
"251280 Riacho dos Cavalos";8;234;423;-;-;-;1;-;-;-;-;-;666
"251290 Rio Tinto";-;-;20;13;-;-;-;-;-;-;-;-;33
"251300 Salgadinho";-;5;-;-;-;-;-;-;-;-;-;-;5
"251310 Salgado de São Félix";-;-;17;4;-;-;-;-;-;-;-;-;21
"251315 Santa Cecília";54;122;50;8;1;-;-;-;-;-;-;-;235
"251320 Santa Cruz";-;5;19;10;-;-;-;-;-;-;-;-;34
"251330 Santa Helena";-;-;1;8;9;-;-;-;-;-;-;-;18
"251335 Santa Inês";-;-;-;12;1;-;-;-;-;-;-;-;13
"251340 Santa Luzia";84;161;14;2;1;1;-;1;-;-;-;1;265
"251370 Santa Rita";81;59;296;154;104;119;58;3;-;-;-;-;874
"251380 Santa Teresinha";-;1;20;5;-;-;-;-;-;-;-;-;26
"251360 Santana dos Garrotes";-;5;9;1;-;-;-;-;-;-;-;-;15
"251385 Santo André";-;1;-;-;-;-;-;-;-;-;-;-;1
"251392 São Bentinho";-;-;-;18;9;4;-;-;-;-;-;-;31
"251390 São Bento";128;149;91;9;1;-;-;2;-;-;-;-;380
"251396 São Domingos";-;-;-;1;1;-;-;-;-;-;-;-;2
"251400 São João do Cariri";17;41;42;7;7;-;-;-;-;-;-;-;114
"250070 São João do Rio do Peixe";-;-;2;17;4;-;5;-;-;-;-;-;28
"251410 São João do Tigre";-;6;12;3;-;-;-;-;-;-;-;-;21
"251440 São José de Espinharas";2;2;3;7;8;-;2;-;-;-;-;1;25
"251450 São José de Piranhas";-;-;1;3;7;6;-;31;-;-;-;-;48
"251455 São José de Princesa";1;13;28;7;-;-;-;-;-;-;-;-;49
"251460 São José do Bonfim";1;3;4;7;1;2;-;-;-;-;-;-;18
"251465 São José do Brejo do Cruz";-;8;6;-;-;-;-;-;-;-;-;-;14
"251470 São José do Sabugi";4;40;24;61;8;3;1;-;-;-;-;-;141
"251445 São José dos Ramos";-;1;5;8;-;-;-;-;-;-;-;-;14
"251490 São Mamede";1;-;22;51;28;7;-;-;-;-;-;-;109
"251500 São Miguel de Taipu";-;5;7;-;4;-;-;-;-;-;-;-;16
"251510 São Sebastião de Lagoa de Roça";1;5;-;4;5;-;-;-;-;-;-;-;15
"251520 São Sebastião do Umbuzeiro";89;8;-;-;-;-;-;-;-;-;-;-;97
"251540 São Vicente do Seridó";-;1;7;1;-;-;-;-;-;-;-;-;9
"251530 Sapé";-;1;5;3;-;2;-;-;-;-;-;-;11
"251550 Serra Branca";342;288;11;-;-;-;-;-;-;-;-;-;641
"251560 Serra da Raiz";-;-;4;5;-;-;-;-;-;-;-;-;9
"251570 Serra Grande";-;7;24;74;13;1;-;-;-;-;-;-;119
"251580 Serra Redonda";-;-;6;14;11;4;1;-;-;-;-;-;36
"251593 Sertãozinho";-;-;-;8;-;-;-;-;-;-;-;-;8
"251597 Sobrado";-;-;-;1;-;-;-;-;-;-;-;-;1
"251600 Solânea";-;-;5;2;1;5;-;-;1;-;-;-;14
"251610 Soledade";-;-;-;1;-;-;-;-;-;-;-;-;1
"251620 Sousa";34;109;598;677;550;115;13;3;1;1;6;-;2107
"251630 Sumé";-;2;7;-;2;-;-;-;-;-;-;-;11
"251640 Tacima";-;-;-;2;-;-;-;-;-;-;-;-;2
"251660 Tavares";1;3;-;-;-;-;-;-;-;-;-;-;4
"251670 Teixeira";179;21;2;-;-;-;-;-;-;-;-;-;202
"251675 Tenório";-;-;2;-;-;-;-;-;-;-;-;-;2
"251680 Triunfo";-;1;2;12;4;4;3;1;-;-;-;-;27
"251690 Uiraúna";-;-;225;21;1;-;-;-;-;-;-;-;247
"251700 Umbuzeiro";5;50;5;-;-;-;1;-;-;-;-;-;61
"251710 Várzea";-;2;5;7;-;-;-;-;-;-;1;-;15
"251720 Vieirópolis";1;-;-;1;-;-;-;-;-;-;-;-;2
"250550 Vista Serrana";-;1;-;1;-;-;-;-;-;-;-;-;2
"251740 Zabelê";11;-;-;-;-;-;-;-;-;-;-;-;11
"260005 Abreu e Lima";10;10;10;2;1;1;-;-;-;-;-;-;34
"260010 Afogados da Ingazeira";124;323;214;57;27;-;1;3;1;3;-;1;754
"260020 Afrânio";1;1;1;-;1;-;-;-;-;-;-;-;4
"260030 Agrestina";13;131;81;3;-;-;-;-;-;-;-;-;228
"260040 Água Preta";-;6;1;1;1;-;-;-;-;-;-;-;9
"260050 Águas Belas";1;38;20;-;-;-;-;-;1;-;-;-;60
"260060 Alagoinha";331;152;43;4;-;-;-;1;-;-;-;-;531
"260070 Aliança";53;40;-;-;-;-;-;-;-;-;-;-;93
"260080 Altinho";34;37;116;6;2;1;-;-;-;-;-;-;196
"260090 Amaraji";2;20;21;10;-;-;-;-;-;-;-;-;53
"260100 Angelim";1;3;5;4;12;-;-;-;-;1;-;-;26
"260105 Araçoiaba";2;270;44;4;1;-;-;-;-;-;-;-;321
"260110 Araripina";4;13;22;12;2;1;1;-;-;-;-;-;55
"260120 Arcoverde";16;16;11;2;2;-;-;-;-;-;-;1;48
"260130 Barra de Guabiraba";5;6;3;3;3;-;-;-;-;-;-;-;20
"260140 Barreiros";32;83;92;-;-;-;-;-;-;-;-;1;208
"260150 Belém de Maria";-;1;-;-;-;-;-;-;-;-;-;-;1
"260160 Belém do São Francisco";-;14;21;19;6;-;-;-;-;-;-;-;60
"260170 Belo Jardim";984;10;3;-;-;77;72;91;35;27;45;16;1360
"260180 Betânia";-;6;9;1;-;-;-;-;-;-;-;-;16
"260190 Bezerros";494;80;5;2;1;1;-;-;-;-;-;-;583
"260200 Bodocó";2;8;4;-;-;-;-;-;-;-;-;-;14
"260210 Bom Conselho";296;141;55;3;28;2;-;-;-;-;-;-;525
"260220 Bom Jardim";54;1;3;-;-;-;-;-;-;-;-;-;58
"260230 Bonito";-;-;5;-;1;1;-;-;-;-;-;-;7
"260250 Brejinho";3;4;-;-;-;-;-;-;-;-;-;-;7
"260260 Brejo da Madre de Deus";65;67;56;23;17;5;3;1;1;25;35;13;311
"260270 Buenos Aires";56;9;2;6;1;-;-;-;-;-;-;-;74
"260280 Buíque";180;193;163;22;1;2;3;1;-;-;1;-;566
"260290 Cabo de Santo Agostinho";294;514;634;243;178;42;19;25;17;4;9;9;1988
"260300 Cabrobó";2;4;4;19;1;-;-;-;-;-;-;-;30
"260310 Cachoeirinha";-;6;8;1;3;-;1;1;-;-;-;-;20
"260320 Caetés";365;116;26;2;-;-;-;-;-;-;-;-;509
"260330 Calçado";27;3;-;1;-;-;-;1;-;-;-;-;32
"260340 Calumbi";2;2;5;-;-;-;-;-;-;-;-;-;9
"260345 Camaragibe";251;206;331;22;60;58;12;8;-;1;7;-;956
"260350 Camocim de São Félix";1;1;5;-;-;-;-;-;-;-;-;-;7
"260360 Camutanga";22;110;-;-;-;-;-;-;-;-;-;-;132
"260370 Canhotinho";3;7;13;5;5;-;2;1;1;-;-;-;37
"260380 Capoeiras";1;5;24;3;-;-;-;-;-;-;-;-;33
"260390 Carnaíba";182;19;-;-;-;-;-;-;-;-;-;-;201
"260392 Carnaubeira da Penha";-;1;4;-;-;-;-;-;-;-;-;-;5
"260400 Carpina";416;135;63;60;61;89;118;189;114;17;20;-;1282
"260410 Caruaru";147;153;160;147;71;63;12;2;31;13;9;3;811
"260415 Casinhas";75;46;85;2;-;1;1;-;-;-;-;-;210
"260420 Catende";-;7;7;2;3;-;-;-;-;-;-;-;19
"260430 Cedro";74;13;24;27;2;1;-;1;-;-;-;-;142
"260450 Chã Grande";11;35;11;3;-;-;-;-;-;-;-;-;60
"260460 Condado";107;410;183;19;5;1;3;-;-;-;-;-;728
"260470 Correntes";-;-;2;4;-;-;1;-;-;-;-;-;7
"260480 Cortês";2;5;1;1;-;-;-;-;-;-;-;-;9
"260490 Cumaru";6;5;3;1;-;-;-;-;-;-;-;-;15
"260500 Cupira";-;5;5;-;-;-;-;-;-;-;-;-;10
"260510 Custódia";-;1;7;-;-;-;-;-;-;-;-;-;8
"260520 Escada";2;27;26;12;4;68;6;5;-;-;-;-;150
"260530 Exu";35;26;2;-;-;-;-;-;-;-;-;-;63
"260540 Feira Nova";22;1;24;8;5;3;2;5;-;-;-;-;70
"260545 Fernando de Noronha";7;27;124;22;4;2;1;-;-;-;-;-;187
"260550 Ferreiros";8;2;1;-;-;-;-;-;-;-;-;-;11
"260560 Flores";7;25;-;-;-;-;-;-;-;-;-;-;32
"260570 Floresta";-;6;9;1;-;-;-;-;-;-;-;-;16
"260580 Frei Miguelinho";24;24;7;-;-;-;-;-;-;-;-;-;55
"260590 Gameleira";-;1;27;20;12;1;-;-;-;-;-;-;61
"260600 Garanhuns";300;662;1242;558;201;91;98;37;37;32;25;19;3302
"260610 Glória do Goitá";1;-;-;-;-;-;-;-;-;-;-;-;1
"260620 Goiana";1694;1302;408;71;34;11;23;14;18;28;18;18;3639
"260630 Granito";-;-;10;1;-;-;-;-;-;-;-;-;11
"260640 Gravatá";46;233;262;77;35;22;11;7;3;-;2;1;699
"260650 Iati";24;42;15;11;8;7;-;-;1;-;1;-;109
"260660 Ibimirim";5;5;3;-;-;-;-;-;-;-;-;-;13
"260670 Ibirajuba";-;-;1;-;-;-;-;-;-;-;-;-;1
"260680 Igarassu";106;252;129;31;21;11;14;6;10;2;4;5;591
"260690 Iguaracy";8;7;4;-;-;-;-;-;-;-;-;-;19
"260760 Ilha de Itamaracá";69;107;159;40;29;11;2;1;-;-;-;-;418
"260700 Inajá";1;3;10;-;-;-;1;-;-;-;-;-;15
"260710 Ingazeira";-;-;-;13;1;-;-;-;-;-;-;-;14
"260720 Ipojuca";50;243;133;29;13;4;8;2;1;1;-;-;484
"260730 Ipubi";6;19;10;-;-;-;-;-;-;-;-;-;35
"260740 Itacuruba";3;16;13;3;1;-;1;-;-;-;-;-;37
"260750 Itaíba";4;122;67;12;4;1;-;-;-;-;-;-;210
"260765 Itambé";331;256;47;19;-;-;-;-;-;-;-;-;653
"260770 Itapetim";8;28;14;18;17;4;6;-;-;1;-;-;96
"260775 Itapissuma";3;-;-;-;-;-;-;-;-;-;-;-;3
"260780 Itaquitinga";22;18;2;-;-;-;-;-;-;-;-;-;42
"260790 Jaboatão dos Guararapes";201;810;650;316;199;155;125;127;60;27;25;39;2734
"260795 Jaqueira";11;12;34;13;26;10;1;2;-;-;-;-;109
"260800 Jataúba";258;293;103;14;11;6;14;2;-;-;-;-;701
"260805 Jatobá";2;1;4;-;-;-;-;-;-;-;-;-;7
"260810 João Alfredo";264;210;98;58;11;6;2;9;2;1;-;-;661
"260820 Joaquim Nabuco";-;-;1;-;-;-;-;-;-;-;-;-;1
"260825 Jucati";2;11;-;-;-;-;-;-;-;1;-;-;14
"260830 Jupi";-;9;25;3;4;-;-;-;-;-;-;-;41
"260840 Jurema";22;9;6;1;-;-;-;-;-;-;-;-;38
"260850 Lagoa de Itaenga";-;10;1;1;-;1;-;-;-;-;-;-;13
"260845 Lagoa do Carro";264;41;68;7;-;-;-;1;1;1;-;-;383
"260860 Lagoa do Ouro";-;1;1;1;-;-;1;1;-;-;-;1;6
"260875 Lagoa Grande";2;65;138;28;1;-;-;-;-;-;2;-;236
"260880 Lajedo";38;44;10;-;-;-;-;-;-;-;-;-;92
"260890 Limoeiro";114;52;25;18;15;9;3;8;4;4;9;8;269
"260900 Macaparana";2;10;11;3;-;-;-;-;-;-;-;-;26
"260910 Machados";4;1;-;-;-;-;-;-;-;-;-;-;5
"260915 Manari";3;12;3;2;-;-;-;-;8;5;2;-;35
"260930 Mirandiba";-;15;44;3;2;1;-;-;-;-;-;-;65
"261430 Moreilândia";-;1;-;-;-;-;-;-;-;-;-;-;1
"260940 Moreno";15;116;305;213;140;68;4;20;6;17;3;4;911
"260950 Nazaré da Mata";9;3;3;-;-;-;1;-;-;-;-;-;16
"260960 Olinda";75;171;135;65;55;35;24;30;24;22;30;26;692
"260970 Orobó";43;190;9;2;2;-;-;1;-;1;-;-;248
"260980 Orocó";-;2;-;-;-;-;-;-;-;-;-;-;2
"260990 Ouricuri";6;9;13;1;-;1;-;-;-;-;-;-;30
"261000 Palmares";48;171;27;10;8;8;-;4;-;-;1;2;279
"261010 Palmeirina";3;-;13;-;-;-;1;-;-;-;-;-;17
"261020 Panelas";16;20;23;1;1;-;-;-;-;-;-;-;61
"261030 Paranatama";1;13;9;2;-;-;-;-;-;-;-;-;25
"261040 Parnamirim";-;4;11;-;-;-;-;-;-;-;-;-;15
"261050 Passira";7;1;8;3;10;3;-;-;1;1;1;-;35
"261060 Paudalho";-;11;3;2;15;1;1;3;-;-;-;-;36
"261070 Paulista";110;136;117;49;46;36;42;37;32;16;38;25;684
"261080 Pedra";14;1;6;1;-;-;-;2;3;-;-;-;27
"261090 Pesqueira";683;119;18;6;7;-;1;-;2;-;1;-;837
"261100 Petrolândia";21;28;18;4;4;-;-;-;2;4;-;-;81
"261110 Petrolina";28;70;117;42;27;7;3;11;3;7;4;3;322
"261120 Poção";285;196;202;21;-;-;-;-;-;-;-;-;704
"261130 Pombos";20;48;34;9;-;-;-;-;-;-;-;-;111
"261140 Primavera";7;16;9;1;3;-;-;-;-;-;-;-;36
"261150 Quipapá";3;17;34;20;25;12;-;-;-;-;-;-;111
"261153 Quixaba";1;-;-;-;-;-;-;-;-;-;-;-;1
"261160 Recife";3438;5029;3650;2216;1543;894;482;422;309;293;225;220;18721
"261170 Riacho das Almas";10;3;3;-;-;2;-;-;-;-;-;-;18
"261180 Ribeirão";1;1;25;15;13;3;-;-;-;-;-;-;58
"261190 Rio Formoso";2;21;232;34;-;-;-;-;-;-;-;-;289
"261210 Salgadinho";-;2;-;-;-;-;-;-;-;-;-;-;2
"261220 Salgueiro";16;88;153;36;18;17;5;1;3;4;-;2;343
"261230 Saloá";1;24;-;-;-;-;-;-;-;-;-;-;25
"261240 Sanharó";111;205;7;-;-;-;-;-;-;-;-;-;323
"261245 Santa Cruz";-;-;-;-;1;-;-;-;-;-;-;-;1
"261247 Santa Cruz da Baixa Verde";3;49;20;1;3;-;-;-;-;-;-;-;76
"261250 Santa Cruz do Capibaribe";3;3;2;1;2;-;2;2;2;1;1;-;19
"261255 Santa Filomena";-;-;3;-;1;-;1;-;-;-;-;1;6
"261260 Santa Maria da Boa Vista";-;1;1;2;-;-;-;-;-;-;-;-;4
"261270 Santa Maria do Cambucá";1;1;4;-;-;-;-;2;-;-;-;1;9
"261280 Santa Terezinha";20;130;82;4;1;1;-;-;-;-;-;-;238
"261290 São Benedito do Sul";-;-;-;3;-;-;1;-;-;-;-;-;4
"261300 São Bento do Una";9;-;-;-;-;-;3;-;-;-;1;-;13
"261310 São Caitano";7;1;1;1;2;-;-;-;-;-;-;-;12
"261320 São João";18;15;38;3;1;66;71;33;12;19;10;15;301
"261330 São Joaquim do Monte";22;41;6;-;-;-;-;-;-;-;-;-;69
"261340 São José da Coroa Grande";3;11;32;10;-;-;1;-;-;-;-;-;57
"261350 São José do Belmonte";-;2;6;1;2;-;1;-;-;-;-;-;12
"261370 São Lourenço da Mata";193;314;413;61;13;19;5;4;2;1;-;-;1025
"261380 São Vicente Ferrer";11;14;5;6;2;-;1;-;-;-;-;-;39
"261390 Serra Talhada";28;86;69;9;4;1;1;3;1;-;1;1;204
"261400 Serrita";3;2;4;19;13;2;3;-;-;-;-;-;46
"261410 Sertânia";219;157;72;277;50;1;4;13;18;14;-;-;825
"261420 Sirinhaém";154;228;1;-;-;-;-;-;-;-;-;-;383
"261440 Solidão";5;22;3;1;-;-;-;-;-;-;-;-;31
"261450 Surubim";7;-;3;1;1;-;1;-;4;3;2;-;22
"261460 Tabira";59;16;-;7;-;-;-;-;-;-;-;-;82
"261470 Tacaimbó";-;3;-;-;-;-;-;-;-;-;-;-;3
"261480 Tacaratu";21;8;8;3;-;-;-;-;-;-;-;-;40
"261485 Tamandaré";3;38;5;-;-;-;-;-;-;-;-;-;46
"261500 Taquaritinga do Norte";14;2;1;-;3;5;-;-;1;-;-;-;26
"261510 Terezinha";-;-;-;-;-;1;-;-;-;-;-;-;1
"261520 Terra Nova";-;-;2;1;-;-;-;-;-;-;-;-;3
"261530 Timbaúba";491;146;93;31;-;-;3;9;6;-;-;1;780
"261540 Toritama";-;-;-;1;-;-;-;1;-;-;-;-;2
"261550 Tracunhaém";339;258;33;52;6;3;2;3;1;-;2;2;701
"261560 Trindade";4;2;2;-;-;-;-;-;-;-;-;-;8
"261570 Triunfo";2;12;3;-;-;-;-;-;-;-;-;-;17
"261580 Tupanatinga";162;71;27;-;-;-;-;-;-;-;-;-;260
"261590 Tuparetama";1;2;-;-;-;-;-;-;-;-;-;-;3
"261600 Venturosa";-;-;-;12;-;-;-;-;-;1;4;-;17
"261610 Verdejante";2;2;-;1;1;-;-;1;-;-;-;-;7
"261618 Vertente do Lério";57;69;76;7;-;-;-;-;-;-;-;-;209
"261620 Vertentes";42;32;2;9;56;-;-;1;-;-;-;-;142
"261630 Vicência";196;38;3;-;-;-;-;-;-;-;-;-;237
"261640 Vitória de Santo Antão";578;632;306;36;12;3;2;7;3;-;-;3;1582
"261650 Xexéu";-;14;1;1;-;-;-;-;-;-;-;-;16
"270010 Água Branca";2;1;4;2;1;-;-;-;-;-;-;-;10
"270020 Anadia";-;7;3;-;2;1;1;-;-;-;-;-;14
"270030 Arapiraca";1448;1147;865;541;459;460;464;445;266;134;100;95;6424
"270040 Atalaia";9;3;1;-;-;5;-;-;-;-;-;-;18
